Wrist_Acc_X,Wrist_Acc_Y,Wrist_Acc_Z,Upper_Leg_Acc_X,Upper_Leg_Acc_Y,Upper_Leg_Acc_Z,Activity
0.153849,-0.324767,0.097648,0.072418,-0.119212,0.055163,2
0.089784,-0.259943,0.044535,0.126804,-0.149901,-0.010546,2
-0.035007,-0.114945,0.011094,0.054897,-0.072546,0.099142,2
-0.169609,0.071009,-0.079759,0.056975,0.172533,0.209831,2
-0.148951,0.206794,-0.275728,0.027256,0.340586,0.098327,2
-0.170352,0.236069,-0.27322,0.046773,0.319664,0.09957,2
-0.125198,0.171887,-0.200691,0.104429,0.300603,0.123523,2
-0.022187,0.203771,-0.199938,0.107037,0.245642,0.180992,2
0.061567,0.209666,-0.241517,0.029957,0.101286,0.004639,2
0.130233,0.111461,0.005452,-0.002382,-0.107821,0.088332,2
0.02398,0.044769,0.131288,-0.003631,-0.033306,0.189789,2
0.024129,0.107981,-0.035625,0.113527,0.156844,0.177695,2
0.117956,0.110994,-0.091267,0.194246,-0.003139,0.120625,2
0.042666,-0.11127,-0.024411,0.201422,-0.11033,0.145024,2
-0.002685,-0.143901,-0.007738,0.103317,-0.198094,0.098095,2
0.055148,-0.128775,0.054336,0.024409,-0.151925,0.095604,2
0.016466,-0.097629,0.075315,0.035836,0.018778,0.110522,2
-0.013576,-0.080299,0.09541,0.123775,0.115392,0.254318,2
0.011689,-0.194729,0.179303,0.164045,0.174128,0.15159,2
0.090598,-0.18494,0.116344,0.23066,0.057806,0.060852,2
0.078923,-0.108845,0.10136,0.029756,-0.206323,0.077115,2
0.014847,-0.141698,-0.025949,-0.240184,-0.167587,0.017326,2
0.003404,-0.078726,-0.114402,-0.170871,-0.105913,0.06592,2
-0.068079,-0.049918,-0.157507,-0.077616,-0.059066,0.103992,2
-0.090018,0.100477,-0.161453,0.016436,0.173082,0.058043,2
-0.072435,0.135591,-0.085819,0.006374,0.188193,0.1305,2
-0.164456,0.091527,-0.020595,-0.080671,0.131488,0.200946,2
-0.134565,0.084337,-0.035705,0.019759,0.211849,0.138741,2
-0.25686,0.20401,0.036205,0.035888,0.262957,0.126629,2
-0.562104,0.610158,0.015718,-0.029524,0.200877,0.162125,2
-1.47381,0.812061,0.756429,-0.061732,0.209613,0.153723,2
-1.61337,1.009307,1.827332,-0.002109,0.259895,0.200175,2
-1.450497,0.035476,2.793335,0.019079,0.118347,0.098846,2
-0.331194,-1.606,3.00917,0.128381,-0.053707,0.070897,2
-0.833613,-1.07934,2.595993,0.040624,-0.023114,0.332971,2
-1.190009,0.205763,1.224613,-0.015151,0.084678,0.210769,2
-0.525228,0.039326,-0.863033,0.214065,0.117903,0.138043,2
-0.10711,-0.771569,-2.069288,0.210027,0.046384,0.133538,2
0.300448,-0.694982,-2.872195,0.041151,-0.015471,0.095755,2
0.887075,-0.987377,-3.326444,-0.1267,0.076669,-0.014832,2
0.975984,-0.826485,-3.369546,-0.065592,-0.045454,-0.38181,2
1.19705,0.344942,-3.175336,0.077297,-0.177172,0.438667,2
2.115906,-0.265757,-1.505932,0.582875,-0.281133,0.664969,2
3.232104,-0.273121,-0.771737,0.942814,-0.498199,0.256486,2
4.022034,0.901834,-0.832779,0.679798,-0.571162,-0.033946,2
3.669575,2.4076,-0.774352,0.458741,-0.441333,-0.147103,2
2.762819,2.520386,-0.15458,0.124301,-0.065584,-0.101264,2
1.963225,1.724218,1.048592,-0.376905,0.292902,0.03968,2
1.474773,1.228241,1.468103,-0.408375,0.464657,-0.000736,2
0.915446,1.258575,1.313462,-0.090887,0.393963,0.083784,2
-0.904553,1.752154,0.783031,0.23535,0.154402,0.19551,2
-13.463507,1.347888,9.313185,-0.968586,-0.299556,2.219102,2
-3.873408,0.051237,1.437551,1.343557,-1.752997,-0.690475,2
-1.632605,0.309393,1.062288,0.503436,1.647065,-0.291761,2
0.201248,-2.629934,0.366132,0.008203,-0.397828,1.288268,2
-0.557991,-0.518519,-0.465221,-1.158122,-0.464663,0.30428,2
0.060866,0.000266,-0.275121,0.060014,0.69037,-0.206702,2
0.513475,0.352702,-0.374915,1.435866,-0.608311,0.195588,2
0.681261,-0.052085,-0.120583,0.507066,-0.352192,0.13132,2
0.885149,-0.631316,0.063502,-0.307029,0.31334,0.168579,2
1.176089,-0.626606,-0.128611,-0.113745,0.45334,0.074065,2
1.250852,-0.456051,-0.309529,0.531378,0.540432,0.18256,2
0.870228,-0.385185,-0.29457,0.611149,0.545726,0.269094,2
0.635124,-0.529776,-0.215307,0.187816,0.453198,0.254438,2
0.532939,-0.637883,-0.203824,-0.083212,0.768199,0.25396,2
0.492878,-0.559279,-0.192326,-0.489284,0.413967,-0.318604,2
0.319332,-0.260587,-0.052586,-0.553599,-0.077828,-0.179912,2
0.031294,-0.380561,-0.011172,-0.442238,-1.305748,-0.062146,2
-2.177739,0.73468,0.653057,-0.04241,-0.5637,0.141754,2
-2.439893,0.841221,0.604068,0.292812,-0.800619,0.196401,2
-1.457647,0.513577,0.426119,-0.079431,-0.862504,0.171945,2
-0.676969,0.038876,0.321543,-0.28767,-0.621883,0.179914,2
-0.187381,-0.354377,0.278806,-0.100332,-0.653087,0.009149,2
0.286584,-0.145659,0.035289,-0.197023,-0.249069,0.096222,2
0.383167,-0.289723,0.077677,-0.239543,-0.08389,0.188987,2
0.291804,-0.114172,-0.04299,-0.065588,-0.329588,-0.035866,2
0.25964,0.065041,-0.228973,0.015787,-0.20191,0.031187,2
0.264895,0.120191,-0.332266,-0.048861,0.03577,0.000374,2
0.343563,-0.142079,-0.219944,0.006913,0.197749,-0.03738,2
0.238935,-0.340904,-0.188232,0.045353,0.274351,-0.110601,2
0.40496,-0.220298,-0.052727,-0.065791,0.053547,0.051364,2
0.492524,-0.109253,-0.047059,-0.118073,0.099564,0.029119,2
0.437988,-0.157518,-0.035439,-0.156368,0.112524,0.149623,2
0.339416,0.022515,-0.231271,0.043523,0.282663,0.239366,2
0.227016,0.197473,-0.180919,0.307306,0.818406,0.48158,2
0.048023,0.213381,-0.011754,0.578964,1.291621,0.569047,2
-0.186455,0.126912,0.137527,0.543712,1.004324,0.305931,2
-0.20645,0.126357,0.028635,0.171544,0.334712,0.146171,2
-0.280006,0.156274,-0.026443,-0.224112,-0.193176,0.093852,2
-0.280193,0.102875,0.029866,-0.306975,-0.194385,0.003582,2
-0.321724,-0.015814,0.182521,-0.188925,-0.178874,0.028769,2
-0.273912,-0.148297,0.23065,-0.082614,-0.258204,0.061638,2
-0.230466,-0.208684,0.282413,0.067838,-0.147938,0.096444,2
-0.296802,-0.285048,0.248385,0.128774,0.0321,0.155228,2
-0.197732,-0.212931,0.155495,0.056046,0.203928,0.173018,2
-0.144172,-0.156173,0.205084,-0.11431,0.219651,0.13716,2
-0.021997,-0.055342,0.031349,-0.208628,0.156861,0.13951,2
0.223686,0.044139,-0.064554,-0.026113,-0.027928,0.26533,2
0.379674,0.045793,-0.426739,0.178911,-0.150041,0.158063,2
0.523358,-0.032528,-0.57209,0.24219,-0.278484,0.065782,2
0.280743,-0.211779,-0.3544,0.153995,-0.344219,0.04749,2
0.203451,-0.141306,-0.122236,-0.035644,-0.097609,0.007423,2
0.428818,0.163992,0.258766,-0.367503,0.205459,0.060958,2
0.341913,0.211622,0.520619,-0.458114,0.222574,0.154597,2
0.177619,0.009908,0.40834,-0.114613,0.071966,0.124657,2
0.160886,-0.233004,0.25406,0.089073,-0.156068,0.106771,2
0.095272,-0.167623,0.279939,0.044589,-0.378263,0.072344,2
0.156543,-0.038521,0.101355,-0.074909,-0.393237,0.091007,2
0.160197,0.070512,-0.102172,-0.134939,-0.354753,0.097568,2
0.069607,0.141236,-0.179478,-0.112616,-0.26506,0.081747,2
0.050215,0.109478,-0.325482,0.014188,-0.143722,0.120613,2
0.057684,0.098991,-0.2761,0.137036,-0.077911,0.080799,2
0.033059,0.056849,-0.022673,0.180887,0.1012,0.127913,2
-0.029245,0.014336,0.081361,0.140331,0.288017,0.176422,2
-0.061176,-0.019289,0.104887,0.116585,0.422381,0.152371,2
-0.138546,-0.087327,0.152003,0.144155,0.451975,0.186285,2
-0.21381,-0.126647,0.208885,0.106974,0.251374,0.08943,2
-0.208786,-0.15481,0.179553,0.00685,0.038769,0.124707,2
-0.298267,-0.214728,0.162889,0.034266,-0.162811,0.109755,2
-0.372804,-0.246412,0.119238,0.092237,0.064404,0.089209,2
-0.409957,-0.208391,0.097861,0.184926,0.325262,0.085277,2
-0.386874,-0.130834,0.124778,0.009066,0.39189,0.09717,2
-0.414608,-0.127366,0.196004,-0.10863,0.287469,0.141204,2
-0.39133,-0.128368,0.046374,-0.066572,0.234313,0.154816,2
-0.01885,-0.064924,-0.160207,-0.089568,0.043061,0.104553,2
0.044165,-0.2618,0.055143,0.007713,-0.253243,0.075034,2
