SampleTimeFine,D_Upper_Arm_Acc_X,D_Upper_Arm_Acc_Y,D_Upper_Arm_Acc_Z,L_Wrist_Acc_X,L_Wrist_Acc_Y,L_Wrist_Acc_Z,R_Wrist_Acc_X,R_Wrist_Acc_Y,R_Wrist_Acc_Z,Activity
2723221792,0.553636,2.891253,-1.087588,5.204837,0.897309,0.904593,1.742959,2.290582,-3.086403,0
2723255126,0.114612,1.090455,-1.289145,7.977355,0.558192,-1.835154,4.517073,4.132405,0.891916,0
2723288460,-1.253898,0.897533,0.36592,9.136936,1.099605,-2.336519,8.609567,2.380289,6.571566,0
2723321794,-1.956846,-2.30047,-0.512102,8.894319,1.590228,-2.861815,10.98289,-1.041311,12.602823,0
2723355128,-2.835078,-6.412446,-1.625769,7.764653,1.201418,-4.075427,8.666239,-5.960019,13.777576,0
2723388462,-3.678366,-5.150795,-0.66403,6.002501,1.328386,-4.972775,8.439197,-7.099036,8.793877,0
2723421796,-2.681268,-2.282915,0.200398,2.717057,1.41601,-4.274023,5.265443,0.143416,6.944824,0
2723455130,-1.570672,-0.02307,0.87088,0.353649,1.050913,-5.246557,3.115864,0.402209,3.992794,0
2723488464,0.350738,1.191,1.225821,-1.658516,0.986789,-2.931046,0.293319,0.72338,-1.007259,0
2723521798,1.157606,1.717034,0.89251,-3.559901,1.008464,1.055571,-3.262328,0.052901,-4.16756,0
2723555132,1.893215,1.927575,0.545536,-4.894879,-0.277847,0.901409,-5.758093,0.009247,-6.279395,0
2723588466,1.962321,2.528202,-0.342123,-5.675125,-1.613925,5.343844,-6.480505,0.435361,-7.239446,0
2723621800,1.685951,2.242386,-1.075781,-4.482095,-1.48876,3.994111,-5.970452,0.722612,-6.306221,0
2723655134,1.245695,1.779655,-1.287166,-3.739698,-2.366989,5.737673,-5.676829,1.263366,-4.96719,0
2723688468,1.274689,1.042974,-1.202228,-2.957225,-1.370135,5.353938,-4.017404,1.11416,-4.828929,0
2723721802,0.379512,1.182022,-1.548651,-2.303475,-1.422358,4.881735,-1.567167,0.917638,-2.980945,0
2723755136,-0.148363,1.553594,-1.393435,-1.105639,-1.349966,4.579146,-0.21955,1.822289,-0.096703,0
2723788470,-0.06395,0.09574,-0.313915,-0.376207,-1.331396,2.386042,2.510874,0.919412,1.918169,0
2723821804,-0.994978,-1.141283,0.622847,1.363932,0.128462,0.71659,4.381927,-0.510095,3.992368,0
2723855138,-1.871077,-2.971636,1.746226,2.735343,1.020575,-0.894649,5.285169,-2.59051,6.487026,0
2723888472,-2.106154,-3.541025,1.446615,3.183536,1.116446,-2.300983,5.219219,-3.763338,6.827049,0
2723921806,-2.153544,-3.223168,1.140371,3.497116,1.308499,-3.244421,5.247382,-2.900994,6.356298,0
2723955140,-1.650467,-2.670647,1.138193,2.838088,0.886938,-4.470838,4.587719,-0.982691,6.21512,0
2723988474,-1.220052,-1.991877,0.573886,2.256664,0.720029,-5.016498,3.752828,0.312803,5.975039,0
2724021808,-0.431324,-1.107075,1.117443,1.302315,0.825022,-4.83883,2.5941,1.915054,3.018698,0
2724055142,0.236896,0.261372,1.138198,0.359017,1.035082,-4.144897,0.031468,2.385343,-0.302018,0
2724088476,0.247529,1.613781,1.211866,-0.893041,0.471188,-1.909274,-2.691951,2.342878,-2.928317,0
2724121810,1.137778,1.344133,0.528712,-2.20511,-0.15391,-0.64909,-2.805313,1.453896,-5.448891,0
