SampleTimeFine,D_Leg_Acc_X,D_Leg_Acc_Y,D_Leg_Acc_Z,R_Wrist_Acc_X,R_Wrist_Acc_Y,R_Wrist_Acc_Z,Activity
598581541,0.236316,0.235531,0.445739,0.15584,4.894123,-3.7476,0
598614875,-0.322488,0.374104,-0.534022,-0.284621,5.45537,-3.928517,0
598648209,-0.035879,-0.028946,0.842146,-0.696854,5.616012,-3.928278,0
598681543,0.068645,0.00595,0.657688,0.354272,4.789931,-3.308665,0
598714877,-0.95996,1.178092,-1.172583,0.25121,4.55176,-2.171758,0
598748211,0.492623,0.193376,0.286651,0.336819,4.177324,-0.143226,0
598781545,0.799439,-0.238645,0.542309,-0.001186,1.877939,2.356653,0
598814879,-0.823168,0.324145,-1.302445,-0.231682,-1.624266,4.613887,0
598848213,0.166648,-0.44089,-0.646286,0.251199,-3.897228,4.65864,0
598881547,0.428948,-0.673783,0.883411,-0.593281,-6.118364,4.018007,0
598914881,0.290772,-0.638541,0.745248,-0.607118,-7.105407,3.336577,0
598948215,0.078772,-0.728474,-0.31817,-1.184486,-7.149222,3.292416,0
598981549,0.393017,-0.997329,-0.40218,-1.513316,-6.547007,3.170068,0
599014883,0.578787,-0.802803,0.2253,-0.77653,-5.370225,2.908576,0
599048217,0.229074,-0.454683,-0.050624,-0.141851,-3.543556,2.661901,0
599081551,0.38481,-0.137244,0.640844,0.30731,-1.200151,2.449867,0
599114885,0.065517,0.543092,0.426561,0.455466,0.704273,1.318328,0
599148219,0.074101,0.148202,-0.0342,0.002255,2.001436,0.017758,0
599181553,0.313209,-0.160833,0.782719,0.239534,2.861883,-1.105405,0
599214887,0.447955,-0.382672,0.711084,-0.187336,3.372333,-2.418567,0
599248221,-0.161218,-0.301186,-0.77265,0.228737,3.772163,-3.61716,0
599281555,0.020494,-0.228394,-0.765862,0.616699,3.505937,-4.073375,0
599314889,0.152639,0.560722,-0.111713,0.56364,3.754,-3.700769,0
599348223,0.321074,0.870025,0.15239,0.696701,4.875597,-3.762966,0
599381557,-0.350914,1.629077,1.381185,0.789396,4.817986,-3.648118,0
599414891,-0.438823,-0.043485,0.256926,0.634859,4.312413,-2.612614,0
599448225,-0.160021,-0.608738,-0.76347,0.663581,3.423669,-0.186725,0
599481559,0.226095,-0.077587,-0.219191,0.144236,2.19185,1.716438,0
599514893,0.70704,-0.400058,0.802978,-0.034783,-0.114006,2.779398,0
599548227,0.130957,0.016944,0.15104,0.01249,-3.828246,3.586056,0
599581561,0.293687,0.375226,0.056714,-0.950709,-6.085773,4.44945,0
599614895,0.432452,0.403221,0.213829,-0.996605,-8.204458,5.568899,0
599648229,0.949818,-0.111508,1.01258,-3.066908,-8.159031,5.590204,0
599681563,1.059403,-0.758055,1.167761,-2.22715,-6.473062,5.033549,0
599714897,1.048411,-0.796182,0.847251,-0.943367,-3.870497,4.746117,0
599748231,0.589248,-0.233494,0.331217,-0.367433,-1.99589,3.710319,0
599781565,0.502156,-0.60183,-0.190289,-0.021372,0.062144,2.356422,0
599814899,0.514304,-0.664922,0.106491,0.502143,1.697466,0.524475,0
599848233,0.206481,0.230669,0.249586,0.606633,2.532993,-1.421056,0
599881567,0.084223,0.230492,-0.38193,0.690235,3.046881,-2.818014,0
599914901,-0.477238,0.049411,-0.520613,0.814417,3.554918,-3.618121,0
599948235,-0.328749,0.048814,1.090338,0.712287,4.228772,-4.413641,0
599981569,-1.216833,0.902687,-0.612301,0.861665,5.425258,-5.164547,0
600014903,-0.198091,-0.65758,-0.511755,-0.093928,4.87392,-5.618795,0
600048237,-0.542669,0.186396,0.170472,0.91172,5.136906,-4.846988,0
600081571,-0.337782,-0.057096,0.001728,1.244513,4.481903,-2.86478,0
600114905,-0.527947,-0.237145,-0.130379,0.631926,3.572615,0.118984,0
600148239,-0.645973,0.180669,0.161875,0.269859,1.977694,2.387031,0
600181573,-0.463249,0.373506,-0.379219,-0.25472,-0.236377,3.860045,0
600214907,-0.039473,-0.197258,-0.28117,-0.016738,-2.762918,4.43026,0
600248241,0.208311,-0.580763,0.270603,-0.672133,-4.498959,4.761384,0
600281575,0.681758,-0.3322,0.237514,-1.195547,-6.378136,3.750721,0
600314909,0.440554,-0.506423,-0.609506,-1.376187,-7.174568,3.454395,0
600348243,0.386506,-0.596536,-0.213846,-1.296855,-6.933101,3.119977,0
600381577,0.453558,-0.075964,0.335482,-0.8327,-5.998507,2.935554,0
600414911,-0.228666,-0.201216,0.496791,-0.722756,-4.036034,2.648456,0
600448245,0.09761,0.536746,0.209415,-0.094546,-1.790768,2.434779,0
600481579,0.387088,0.057458,-0.203395,0.009236,0.025044,1.497656,0
600514913,0.301569,0.230558,0.274054,0.288748,1.448152,0.184862,0
600548247,0.196165,0.234957,0.341002,0.427442,2.179276,-1.286131,0
600581581,0.560837,0.081052,0.384089,0.651187,2.742649,-2.454607,0
600614915,0.845154,-0.367568,-0.122876,0.859108,3.328225,-3.514576,0
600648249,-0.044866,-0.383888,0.14746,0.130488,3.17602,-3.814094,0
600681583,0.325024,-0.178573,0.550143,0.633745,3.980434,-3.8235,0
600714917,0.745209,-0.453914,-0.376445,0.540017,4.022268,-3.19418,0
600748251,0.770256,0.091393,0.344947,0.218712,3.314274,-2.189151,0
600781585,0.261424,0.157479,0.393345,0.191068,2.766383,-1.392359,0
600814919,0.473815,0.558354,-0.149791,0.344078,2.033677,-0.86895,0
600848253,0.526438,0.863338,-0.447068,0.294912,1.041213,0.061233,0
600881587,-0.506097,1.136335,-0.245141,0.290108,-0.256442,0.975362,0
600914921,0.011381,0.25552,0.374518,-0.045864,-1.675705,1.912746,0
600948255,0.480885,-0.212866,0.910242,-0.037016,-3.406363,2.865108,0
600981589,0.464024,-0.235205,-0.431212,-0.268369,-4.409635,3.613192,0
601014923,0.535726,-0.653128,-0.245185,-0.429955,-4.893031,3.353717,0
601048257,0.417319,-0.655178,0.168072,-0.487643,-5.035311,2.952188,0
601081591,0.315777,-0.38514,-0.270132,-0.482686,-4.136673,2.705975,0
601114925,0.536459,-0.50942,-0.064273,-0.721165,-2.773405,2.164479,0
601148259,0.052539,-0.207941,-0.124567,-0.215835,-1.443883,1.560877,0
601181593,-0.632325,-0.124953,-0.299814,-0.082732,-0.160056,0.428723,0
601214927,-0.162934,-0.215511,-0.063721,0.022624,0.806366,-0.9435,0
601248261,-0.424058,-0.227661,-0.150573,0.207023,1.530975,-2.161077,0
601281595,0.461742,-0.627484,0.108174,0.392677,2.033717,-3.159293,0
601314929,0.07752,-0.897507,-0.102368,0.63072,2.355288,-3.866939,0
601348263,-0.121981,-0.447153,-0.202526,0.384814,2.231308,-4.535982,0
601381597,-0.999375,-0.043723,-0.363974,0.514431,2.184659,-4.940311,0
601414931,-1.711179,0.342334,-0.19331,0.380113,1.844347,-5.014956,0
601448265,-2.152647,0.057874,0.213732,0.389357,1.793931,-4.500747,0
601481599,-1.387538,0.490437,0.19717,0.345254,1.905481,-3.646938,0
601514933,-0.203334,0.827765,-0.195354,0.346052,1.932417,-2.360071,0
601548267,0.746593,-0.438409,0.303521,0.298135,2.076465,-1.103157,0
624815399,0.072949,0.023074,0.04373,0.121708,-0.264257,-0.008907,0
624848733,0.179522,0.043536,0.044267,0.191416,-0.270171,0.022626,0
624882067,-0.133787,-0.036708,0.094825,0.319459,-0.231524,0.062784,0
624915401,-0.2121,-0.069823,0.128592,0.40014,-0.225025,0.112592,0
624948735,-0.18421,-0.008696,0.146471,0.366119,-0.207214,0.094875,0
624982069,-0.169221,0.022911,0.108251,0.304384,-0.138861,0.11575,0
625015403,-0.109514,-0.083861,0.067912,0.283034,-0.235235,0.215926,0
625048737,-0.123354,-0.10576,0.08139,0.33262,-0.829632,0.576797,0
625082071,-0.182897,0.13248,0.099688,0.445227,-1.723286,1.453868,0
625115405,-0.142512,0.014655,0.094796,0.305803,-2.785444,2.199545,0
625148739,-0.231377,-0.213354,0.151183,0.55473,-3.79271,3.282191,0
625182073,-0.25387,-0.185536,0.134618,1.005537,-3.710724,3.813325,0
625215407,0.122155,-0.111269,0.064446,0.901018,-2.777815,3.904008,0
625248741,0.070031,-0.075009,0.112649,0.317416,-1.651068,2.923184,0
625282075,0.114988,-0.040689,0.241137,0.467328,-0.532251,1.872775,0
625315409,-0.511494,-0.26758,0.160388,0.598675,0.634269,0.576395,0
625348743,-0.009502,-0.152291,0.516165,0.18751,1.401251,-1.098225,0
625382077,-1.308912,-0.147466,0.185543,-0.221497,1.607034,-2.272981,0
625415411,-1.969108,-0.331933,0.434148,-0.043775,1.984646,-2.981048,0
625448745,-1.193195,-0.226648,0.365201,-0.15605,2.154414,-3.953983,0
625482079,0.462789,0.262765,-0.017285,0.147892,2.372057,-4.02269,0
625515413,1.177212,-0.33926,0.042238,-0.502226,2.010149,-4.3267,0
625548747,2.884449,0.373533,-0.613985,-1.029015,2.127972,-5.388386,0
625582081,2.31215,1.238896,-1.242487,0.079491,2.405254,-5.018845,0
625615415,-0.031354,-1.551368,0.458515,-0.275951,2.380814,-3.838729,0
625648749,-3.363104,-0.521551,0.59943,-0.639328,1.979243,-3.12035,0
625682083,-1.959931,2.537808,0.135507,-0.963195,1.35386,-2.558764,0
625715417,-0.93043,-0.297661,-0.519431,-1.245205,0.764659,-1.646639,0
625748751,-1.462068,-0.202089,0.151739,-1.286107,-0.439483,-0.895506,0
625782085,0.445579,0.201317,-0.18482,-1.194049,-2.144042,0.500378,0
625815419,0.179961,-0.433499,-0.045408,-0.624716,-3.641837,1.738225,0
625848753,0.05193,-0.179339,-0.144884,-0.926024,-4.412119,2.013085,0
625882087,0.51625,-0.406826,-1.008309,-0.232055,-5.163315,2.360629,0
625915421,1.292223,-0.965482,-0.229411,0.351943,-4.708424,2.266069,0
625948755,1.105074,-0.393066,0.205789,0.29938,-3.365775,1.797234,0
625982089,0.491549,-0.032865,-0.121085,0.355254,-1.977665,1.133563,0
626015423,0.663969,-0.301402,0.24392,0.671413,-0.282794,0.196901,0
626048757,0.693885,0.24627,0.645608,0.90726,1.301861,-1.026087,0
626082091,0.236196,0.761547,-0.940691,0.927028,2.495447,-1.693058,0
626115425,-0.232193,0.614232,0.014384,1.097362,3.999393,-2.094113,0
626148759,1.199177,0.049167,0.283897,0.725922,4.356595,-2.550649,0
626182093,-0.634211,-0.314751,-0.561487,0.481914,4.557513,-1.935642,0
626215427,0.257556,0.41953,1.312049,0.650156,4.517772,-1.32805,0
626248761,0.64561,0.752931,0.158463,0.172825,3.792294,-0.472098,0
626282095,-0.577291,0.605189,-0.94203,-0.617277,2.817836,-0.373232,0
626315429,0.364229,0.31658,1.151165,-0.692489,1.693032,0.311557,0
626348763,-0.241267,0.803334,-0.896866,-0.871401,0.415931,0.609258,0
626382097,-0.01814,0.135337,-0.047867,-0.998173,-0.998438,1.313123,0
626415431,1.34842,-0.578988,0.978903,-0.845942,-2.4805,2.144753,0
626448765,0.425694,-0.236722,0.245706,-0.696028,-3.957604,2.919233,0
626482099,0.126121,-0.271123,-0.733232,-0.819069,-4.566454,3.244101,0
626515433,0.615224,0.293546,0.715245,-0.231954,-4.456878,3.613168,0
626548767,-0.584542,0.097238,0.288373,0.239151,-3.906356,3.230743,0
626582101,0.314202,-0.909562,-0.027802,0.649972,-3.102425,2.322946,0
626615435,0.296984,-0.460232,-0.195075,0.802182,-2.420612,1.482655,0
626648769,0.195779,0.064924,-0.143547,0.875355,-1.244101,0.424698,0
626682103,0.085604,-0.696396,-0.256705,0.529166,-0.192402,-0.955808,0
626715437,0.396582,-0.341482,0.395849,0.353236,0.908327,-1.989197,0
626748771,0.037724,-0.706398,-0.451102,0.418766,2.157093,-3.059454,0
626782105,-0.020407,-0.432274,0.239256,0.837887,3.204879,-3.073811,0
626815439,-0.247477,0.544271,0.191227,-0.530284,3.701634,-3.352576,0
626848773,-0.712966,0.945569,-0.338606,0.389318,4.220939,-2.956442,0
626882107,0.068222,0.543472,0.263046,0.510546,4.184272,-3.27067,0
626915441,0.373922,0.265843,0.598643,0.382289,3.752778,-3.052686,0
626948775,-0.023373,0.275837,-0.096268,0.442649,2.847384,-2.116283,0
626982109,0.552044,0.026339,0.258714,0.114049,2.197405,0.042689,0
627015443,0.662255,-0.038518,0.687664,0.057603,1.350328,1.672794,0
627048777,0.170401,0.684292,-0.026306,0.037101,-0.005264,2.602505,0
627082111,0.195914,-0.260007,-0.182494,-0.313709,-1.424845,2.838182,0
627115445,0.486426,-0.983144,0.83966,-0.892748,-3.324319,2.867973,0
627148779,0.589044,-1.238817,0.139065,-1.351264,-4.724463,2.94092,0
627182113,-0.839011,-0.319933,-1.184337,-1.362382,-5.50056,3.204226,0
627215447,-0.132957,-0.348923,0.144053,-1.145431,-5.742249,3.415262,0
627248781,0.006669,0.125454,0.874969,-0.220102,-4.926678,2.968787,0
627282115,-0.136489,0.257123,-0.174223,0.205097,-3.371972,2.901924,0
627315449,0.077625,-0.587168,-0.509068,0.535268,-1.418858,2.449238,0
627348783,0.100683,-0.660639,-0.072445,1.121818,0.349713,1.682538,0
627382117,-0.186419,0.08809,0.177065,1.171034,1.699224,0.410265,0
627415451,-0.242898,-0.177273,-0.301706,0.888598,2.837152,-0.560539,0
627448785,0.071191,-0.181466,0.080529,0.402296,3.774727,-1.539378,0
627482119,0.212785,-0.439405,0.693086,0.017486,3.69395,-2.496197,0
627515453,-0.020399,-0.432607,0.355781,0.111901,4.09965,-3.202856,0
627548787,0.379056,-0.001443,0.6627,0.341279,4.160505,-3.940294,0
627582121,-0.140063,0.984914,0.272486,0.650988,4.327427,-4.05135,0
627615455,-0.243924,0.93015,-0.520225,1.425591,3.43975,-2.773374,0
627648789,-0.111838,0.159852,-0.552032,-0.030418,2.831414,-0.796171,0
627682123,0.147603,0.064654,0.046946,0.452481,1.333086,1.403518,0
627715457,0.267444,-0.024154,0.060822,-0.284265,0.163841,1.898949,0
627748791,0.479839,-0.749046,-0.459006,-0.939007,-2.387863,1.411929,0
627782125,0.210871,-0.18108,0.082153,-1.395531,-4.518737,2.283609,0
627815459,-0.014453,0.149413,0.359717,-1.45195,-6.22472,3.406154,0
627848793,0.106363,-0.273779,0.160761,-1.807338,-7.030069,3.633937,0
627882127,0.295297,0.214074,0.537026,-1.927956,-6.040089,4.188902,0
627915461,0.649312,-0.159142,0.920676,-0.72418,-4.417487,3.713959,0
627948795,0.911265,-0.006613,0.881111,0.212555,-1.918198,3.226814,0
627982129,0.780665,0.371295,0.805346,0.407582,0.14212,2.293734,0
628015463,1.134852,-0.062345,0.707423,0.43937,1.840281,0.772007,0
628048797,0.77286,-0.615757,0.245614,0.937424,2.893126,-0.531277,0
628082131,-0.435461,-0.110219,-0.39209,0.977988,3.03849,-1.790204,0
628115465,-0.43587,-0.117307,-1.021145,0.351385,3.192728,-1.938681,0
628148799,-0.576756,-0.325607,-1.198595,-0.354501,3.764197,-2.425243,0
628182133,0.606716,-0.497855,0.703952,-0.773115,3.79391,-2.667159,0
628215467,-0.352425,0.831031,0.518928,0.708574,3.84168,-2.813899,0
628248801,0.166272,0.304908,1.456445,-0.602746,3.213074,-1.585093,0
628282135,0.445483,0.116233,2.093933,0.739896,3.235393,-0.328484,0
628315469,0.49294,0.055517,1.61096,0.490265,3.384094,-0.466482,0
628348803,0.201331,-0.256832,-0.070405,1.009176,1.558458,-0.196206,0
628382137,-0.439177,0.281011,-1.293693,0.607016,0.571191,1.585861,0
628415471,-0.472898,0.877881,-1.768047,0.257636,-1.573364,2.218464,0
628448805,-0.25808,0.43467,-2.79075,-0.851213,-3.460459,2.651017,0
628482139,0.831006,-1.376793,-1.423824,-0.782151,-4.673708,2.573928,0
628515473,0.37793,-1.506205,2.43004,-0.230854,-5.173831,2.65909,0
628548807,-0.740144,-0.274208,2.185748,0.042065,-4.937217,3.066677,0
628582141,-0.828235,-0.165852,-0.835359,-0.32937,-4.070479,3.404315,0
628615475,0.094707,-0.55265,-1.088031,-0.587877,-2.869862,3.212759,0
628648809,0.495271,-0.363844,0.357982,-0.239822,-1.87232,2.578855,0
628682143,0.363095,0.477712,0.362243,-0.322221,-0.744545,1.487597,0
628715477,-0.016639,0.318267,-0.798298,0.01475,0.705433,0.596159,0
628748811,0.338798,-0.25954,0.006332,0.082458,1.436133,-0.349807,0
628782145,0.083197,-0.077372,0.340659,0.143015,1.94165,-1.17586,0
628815479,-0.304635,0.276001,0.887049,0.14147,2.632494,-1.792544,0
628848813,0.089537,0.690362,0.044584,0.030754,3.087616,-2.117603,0
628882147,0.376039,0.11167,-0.177255,-0.130218,3.013242,-2.724861,0
628915481,0.637829,-0.179431,-0.650659,-0.375763,2.68082,-3.203362,0
628948815,-0.029632,0.053023,0.274931,0.098244,2.790398,-2.556229,0
628982149,-0.297949,0.49726,0.095143,0.355386,2.882984,-1.865175,0
629015483,-0.904435,1.081604,0.209535,0.321383,2.881513,-0.733325,0
629048817,-0.113987,0.817103,0.085779,0.682727,1.899632,0.054616,0
629082151,0.028257,0.662255,0.334741,0.560153,-0.112072,1.340672,0
629115485,0.477775,0.656267,0.457746,0.375339,-1.59906,1.583812,0
629148819,1.036466,0.09629,-0.061561,-0.081144,-3.20322,2.010965,0
629182153,0.966702,-0.359969,0.149858,-0.371984,-4.160679,2.214758,0
629215487,0.922621,-0.210193,0.313049,-0.659063,-4.160208,2.237749,0
629248821,0.906955,-0.004262,0.281387,-0.770675,-3.981055,1.652717,0
629282155,0.58213,-0.602181,0.207307,-0.90349,-3.184434,2.167869,0
629315489,0.88673,-0.266766,0.628644,-0.413829,-2.272834,2.089603,0
629348823,0.860789,0.295642,-0.587454,-0.741428,-1.367777,0.801764,0
629382157,0.723562,-0.508621,0.397926,-0.469812,-0.550317,-0.223786,0
629415491,0.607144,-1.023438,-0.09984,-0.128321,-0.217333,-1.273832,0
629448825,0.561721,-0.753781,-0.841869,0.036086,0.316426,-1.990144,0
629482159,0.199881,-0.840173,0.052398,0.24194,0.906869,-2.141118,0
629515493,-0.312584,-0.956551,-0.222599,0.41719,1.77247,-2.264713,0
629548827,-0.416972,-0.487019,-0.210355,0.393597,2.248365,-2.348988,0
629582161,-0.048431,-1.059024,-0.198846,0.13249,2.761936,-2.573475,0
629615495,-0.372989,-1.106391,-0.553493,-0.020799,2.853883,-2.870532,0
629648829,-1.07415,-0.267926,-0.3981,0.02325,2.568571,-2.87303,0
629682163,-1.48776,0.525229,-0.101305,0.040955,2.605392,-2.96294,0
629715497,-1.264575,-0.016401,-0.102426,0.05853,2.059601,-2.349679,0
629748831,-1.247652,-0.033283,0.080968,-0.026586,1.877989,-1.312142,0
629782165,-1.410459,0.127696,0.467228,-0.316465,1.264987,-0.877461,0
610081771,-0.019273,-0.053255,0.10521,0.159534,0.50862,0.021199,0
610115105,0.162501,0.027807,0.026476,0.065381,0.50629,-0.045151,0
610148439,0.370649,-0.01207,-0.009354,-0.095347,0.355458,-0.155277,0
610181773,0.249748,-0.039095,0.125942,-0.190413,0.184814,-0.189934,0
610215107,0.010931,0.044939,0.093301,-0.319459,0.041776,-0.17785,0
610248441,-0.131553,0.005554,0.082137,-0.267288,-0.151278,-0.108243,0
610281775,-0.046207,-0.000454,0.217414,-0.284998,-0.225057,-0.011064,0
610315109,-0.095595,0.103782,-0.041466,-0.12934,-0.360114,0.129111,0
610348443,0.073781,-0.016615,0.107107,0.073586,-0.48809,0.321569,0
610381777,0.034093,-0.023365,0.116234,0.153441,-0.654397,0.575317,0
610415111,-0.20409,0.030946,0.035911,0.179093,-0.955518,0.754415,0
610448445,-0.143122,-0.026013,0.072445,0.228057,-1.390327,0.988324,0
610481779,-0.232287,-0.136865,0.260187,0.128849,-2.177024,1.57314,0
610515113,-0.088046,0.346349,0.16262,0.412197,-2.331536,0.893229,0
610548447,-0.739529,-0.088265,0.309213,0.705807,-3.156035,0.126777,0
610581781,-2.468255,-1.001881,0.469841,0.819439,-3.875932,0.234527,0
610615115,-1.883666,-0.504139,0.854272,0.592038,-3.627278,-0.14192,0
610648449,-1.404155,0.521396,-0.365687,0.279537,-3.131644,-0.740187,0
610681783,-1.27548,0.195366,-0.721416,0.103729,-2.56243,-1.07802,0
610715117,0.837777,1.507902,-0.171933,-0.198169,-1.338831,-1.584833,0
610748451,0.678899,-0.212529,0.117349,0.189657,-0.193859,-2.408121,0
610781785,-0.32113,-0.863392,0.090523,0.208405,1.00836,-3.241005,0
610815119,1.974339,0.562775,-0.5879,0.237537,1.822306,-3.571854,0
610848453,0.876678,0.343771,-0.464804,-0.034173,2.643738,-3.878689,0
610881787,-1.625319,-0.29586,0.575318,-0.06489,3.424046,-3.362018,0
610915121,0.944891,0.103716,-0.617943,-0.606488,3.921081,-2.698277,0
610948455,1.100393,-0.674102,0.258481,0.024721,4.634027,-2.921463,0
610981789,-0.89734,-0.969478,0.380048,-0.372758,4.630514,-2.835631,0
611015123,-0.699573,-0.588852,-1.915182,-0.579186,3.96511,-2.406986,0
611048457,-0.562628,-0.311781,-0.852949,-1.002147,2.975306,-1.924456,0
611081791,-0.826504,0.254888,0.144717,-1.26873,2.29142,-0.64397,0
611115125,0.060953,-0.466459,-0.878109,-0.99755,0.941703,0.042466,0
611148459,0.322414,-0.392949,0.281551,-0.783653,-0.511664,0.780658,0
611181793,0.158221,0.414777,0.15352,-0.738267,-1.8854,1.904302,0
611215127,0.673184,0.112839,-0.082588,-0.797669,-3.710419,2.672563,0
611248461,0.286898,-0.152018,0.609332,-0.038838,-5.314966,3.320421,0
611281795,0.041549,0.141704,-0.393696,0.061914,-6.026632,4.078671,0
611315129,1.422421,-0.725159,-0.003143,0.379156,-6.402716,3.843417,0
611348463,0.161962,-0.418874,0.312236,0.379624,-5.468262,3.832778,0
611381797,0.285607,-0.209138,0.837648,0.540589,-3.606385,3.209394,0
611415131,0.773462,-0.189108,0.151304,0.344204,-1.925991,2.136673,0
611448465,0.803384,-0.757299,0.49135,0.822316,0.603622,0.970473,0
611481799,0.405721,-0.043248,0.651263,1.000224,2.40454,-0.748634,0
611515133,-0.144535,0.130586,-0.551808,1.34958,3.589985,-2.227943,0
611548467,0.108685,0.651284,0.490037,1.454811,4.480297,-3.512039,0
611581801,0.121043,0.280632,0.912432,1.111592,5.227839,-3.776769,0
611615135,-0.58765,-0.027928,-0.418572,0.782561,5.425965,-3.739161,0
