Left_Wrist_Acc_X,Left_Wrist_Acc_Y,Left_Wrist_Acc_Z,Right_Wrist_Acc_X,Right_Wrist_Acc_Y,Right_Wrist_Acc_Z,Upper_Leg_Acc_X,Upper_Leg_Acc_Y,Upper_Leg_Acc_Z,Activity
0.023,0.94,0.331,0.206,0.949,0.318,0.127,0.965,-0.257,1
0.014,0.956,0.313,0.202,0.961,0.298,0.118,0.967,-0.236,1
-0.002,0.949,0.301,0.217,0.952,0.259,0.137,0.956,-0.269,1
0.001,0.939,0.302,0.218,0.943,0.237,0.129,0.959,-0.254,1
-0.011,0.959,0.306,0.214,0.926,0.229,0.099,0.967,-0.236,1
-0.026,0.953,0.307,0.218,0.938,0.243,0.069,0.972,-0.254,1
-0.01,0.957,0.317,0.208,0.95,0.269,0.023,0.956,-0.283,1
-0.019,0.969,0.323,0.202,0.959,0.277,0.014,0.966,-0.253,1
0.004,0.964,0.333,0.221,0.933,0.272,-0.019,0.949,-0.303,1
0.008,0.961,0.315,0.224,0.944,0.266,-0.04,0.963,-0.277,1
-0.005,0.953,0.287,0.235,0.947,0.26,-0.087,0.971,-0.27,1
-0.005,0.946,0.29,0.218,0.938,0.253,-0.077,0.952,-0.296,1
-0.009,0.949,0.303,0.213,0.944,0.258,-0.104,0.958,-0.283,1
-0.005,0.986,0.319,0.214,0.947,0.266,-0.105,0.97,-0.271,1
-0.013,0.972,0.335,0.205,0.931,0.255,-0.076,0.978,-0.243,1
0.002,0.958,0.34,0.23,0.932,0.247,-0.049,0.957,-0.291,1
-0.002,0.96,0.319,0.235,0.966,0.254,-0.051,0.978,-0.262,1
0.008,0.946,0.306,0.238,0.953,0.248,0.044,0.965,-0.267,1
0.019,0.948,0.306,0.224,0.928,0.258,0.011,0.97,-0.253,1
0.02,0.95,0.318,0.238,0.954,0.261,0.049,0.958,-0.229,1
0.028,0.939,0.332,0.237,0.949,0.26,0.105,0.963,-0.232,1
0.022,0.955,0.34,0.213,0.947,0.269,0.095,0.977,-0.225,1
0.008,0.943,0.332,0.233,0.954,0.266,0.111,0.956,-0.28,1
0.0,0.938,0.322,0.213,0.942,0.244,0.159,0.951,-0.281,1
-0.009,0.962,0.32,0.218,0.928,0.242,0.095,0.98,-0.187,1
-0.007,0.957,0.32,0.215,0.94,0.276,0.098,0.964,-0.252,1
0.014,0.952,0.321,0.215,0.958,0.289,0.097,0.934,-0.349,1
0.016,0.959,0.314,0.222,0.938,0.278,0.033,0.965,-0.254,1
0.016,0.952,0.308,0.218,0.952,0.267,0.046,0.976,-0.237,1
0.0,0.951,0.3,0.229,0.938,0.259,0.062,0.937,-0.33,1
-0.005,0.95,0.302,0.227,0.949,0.247,0.056,0.94,-0.332,1
-0.007,0.957,0.316,0.219,0.936,0.246,0.008,0.957,-0.292,1
-0.009,0.971,0.329,0.218,0.95,0.266,0.002,0.974,-0.281,1
-0.005,0.961,0.319,0.225,0.95,0.274,0.03,0.95,-0.331,1
0.005,0.964,0.301,0.226,0.95,0.274,0.024,0.932,-0.359,1
0.003,0.958,0.292,0.236,0.946,0.27,-0.012,0.949,-0.335,1
0.013,0.958,0.295,0.232,0.945,0.247,-0.01,0.95,-0.34,1
0.014,0.951,0.307,0.24,0.934,0.234,-0.027,0.945,-0.337,1
0.005,0.957,0.32,0.248,0.938,0.231,-0.037,0.94,-0.335,1
-0.003,0.956,0.323,0.246,0.956,0.232,-0.023,0.932,-0.358,1
-0.013,0.964,0.313,0.255,0.956,0.242,-0.04,0.938,-0.348,1
-0.008,0.952,0.302,0.242,0.95,0.237,-0.027,0.935,-0.354,1
0.004,0.951,0.299,0.23,0.958,0.22,-0.024,0.933,-0.355,1
0.006,0.959,0.303,0.227,0.953,0.238,-0.015,0.94,-0.351,1
0.011,0.944,0.309,0.198,0.949,0.252,-0.006,0.936,-0.361,1
0.01,0.955,0.316,0.206,0.958,0.283,-0.004,0.931,-0.37,1
-0.011,0.959,0.315,0.199,0.952,0.296,-0.003,0.935,-0.357,1
-0.011,0.958,0.316,0.192,0.927,0.291,-0.016,0.954,-0.317,1
-0.016,0.958,0.307,0.209,0.937,0.298,-0.006,0.918,-0.362,1
-0.003,0.956,0.297,0.198,0.949,0.296,0.026,0.898,-0.417,1
0.0,0.957,0.294,0.187,0.945,0.263,0.003,0.927,-0.35,1
0.007,0.956,0.302,0.192,0.936,0.251,-0.007,0.941,-0.334,1
0.002,0.956,0.305,0.187,0.943,0.268,-0.01,0.948,-0.338,1
0.004,0.957,0.31,0.208,0.942,0.277,0.004,0.92,-0.371,1
-0.009,0.965,0.313,0.212,0.944,0.279,-0.002,0.921,-0.366,1
-0.008,0.961,0.317,0.225,0.96,0.278,-0.03,0.947,-0.332,1
0.004,0.958,0.32,0.21,0.937,0.289,-0.026,0.948,-0.327,1
0.004,0.959,0.313,0.213,0.934,0.29,-0.023,0.936,-0.354,1
0.002,0.947,0.304,0.227,0.939,0.28,-0.037,0.938,-0.348,1
0.011,0.955,0.303,0.229,0.95,0.255,-0.032,0.945,-0.327,1
0.004,0.963,0.298,0.248,0.934,0.246,-0.024,0.939,-0.335,1
0.017,0.955,0.309,0.235,0.944,0.26,-0.033,0.958,-0.314,1
0.018,0.955,0.318,0.229,0.949,0.275,-0.001,0.938,-0.343,1
0.004,0.951,0.313,0.224,0.942,0.275,-0.002,0.944,-0.328,1
-0.005,0.944,0.293,0.236,0.944,0.259,0.003,0.951,-0.32,1
-0.0,0.955,0.282,0.251,0.94,0.247,0.02,0.93,-0.364,1
0.001,0.951,0.295,0.235,0.948,0.252,0.014,0.949,-0.308,1
0.006,0.971,0.31,0.224,0.936,0.266,0.033,0.948,-0.319,1
0.002,0.978,0.306,0.211,0.931,0.282,0.041,0.929,-0.355,1
0.017,0.966,0.301,0.206,0.949,0.292,0.029,0.949,-0.316,1
0.011,0.966,0.29,0.231,0.946,0.287,0.018,0.943,-0.335,1
0.012,0.959,0.284,0.213,0.941,0.287,0.007,0.95,-0.317,1
-0.004,0.951,0.288,0.234,0.953,0.285,-0.012,0.942,-0.347,1
-0.015,0.968,0.304,0.226,0.93,0.269,-0.009,0.952,-0.294,1
-0.023,0.974,0.304,0.202,0.941,0.271,-0.023,0.942,-0.331,1
-0.016,0.96,0.29,0.225,0.937,0.275,-0.021,0.949,-0.312,1
-0.011,0.963,0.283,0.221,0.937,0.287,-0.022,0.953,-0.313,1
-0.004,0.966,0.288,0.24,0.941,0.294,0.001,0.948,-0.33,1
0.003,0.963,0.287,0.233,0.937,0.29,0.003,0.958,-0.295,1
0.0,0.965,0.287,0.233,0.93,0.278,0.038,0.953,-0.312,1
-0.009,0.962,0.299,0.232,0.93,0.281,0.009,0.947,-0.299,1
-0.003,0.955,0.312,0.235,0.933,0.298,0.045,0.962,-0.283,1
-0.016,0.962,0.312,0.231,0.948,0.311,0.022,0.951,-0.314,1
-0.016,0.953,0.297,0.207,0.948,0.298,-0.001,0.948,-0.308,1
-0.005,0.945,0.292,0.22,0.941,0.274,-0.024,0.953,-0.307,1
0.002,0.954,0.299,0.233,0.943,0.257,-0.018,0.955,-0.314,1
0.009,0.967,0.304,0.222,0.938,0.251,-0.035,0.951,-0.328,1
0.004,0.958,0.303,0.216,0.933,0.261,-0.05,0.951,-0.316,1
0.016,0.963,0.314,0.214,0.931,0.284,-0.046,0.951,-0.301,1
0.009,0.956,0.314,0.212,0.942,0.302,-0.038,0.942,-0.329,1
-0.006,0.956,0.299,0.222,0.945,0.302,-0.03,0.954,-0.307,1
-0.012,0.955,0.284,0.231,0.936,0.29,-0.02,0.955,-0.298,1
0.007,0.95,0.296,0.222,0.94,0.287,0.012,0.942,-0.333,1
0.009,0.951,0.311,0.219,0.941,0.287,0.013,0.953,-0.3,1
0.011,0.955,0.32,0.215,0.933,0.286,0.07,0.954,-0.298,1
0.004,0.956,0.321,0.218,0.941,0.296,0.013,0.945,-0.326,1
-0.006,0.957,0.314,0.216,0.933,0.289,0.046,0.952,-0.299,1
-0.008,0.956,0.306,0.225,0.932,0.275,0.036,0.946,-0.311,1
-0.003,0.958,0.296,0.225,0.923,0.271,0.037,0.945,-0.313,1
0.007,0.962,0.293,0.223,0.932,0.283,0.022,0.942,-0.324,1
0.015,0.955,0.294,0.232,0.941,0.283,-0.0,0.959,-0.291,1
0.015,0.97,0.299,0.246,0.942,0.28,0.021,0.938,-0.344,1
0.004,0.962,0.293,0.235,0.953,0.295,-0.04,0.955,-0.318,1
0.011,0.966,0.285,0.241,0.948,0.279,-0.038,0.959,-0.276,1
0.004,0.982,0.287,0.238,0.941,0.265,-0.023,0.946,-0.322,1
0.005,0.96,0.305,0.23,0.943,0.272,-0.027,0.951,-0.314,1
0.014,0.955,0.311,0.232,0.938,0.28,-0.052,0.97,-0.284,1
-0.015,0.957,0.299,0.241,0.936,0.283,-0.037,0.942,-0.326,1
-0.006,0.94,0.298,0.236,0.925,0.284,-0.077,0.938,-0.343,1
0.009,0.95,0.316,0.227,0.928,0.288,-0.086,0.964,-0.273,1
0.009,0.957,0.329,0.212,0.926,0.295,-0.078,0.968,-0.273,1
0.016,0.957,0.331,0.234,0.929,0.302,-0.047,0.959,-0.293,1
0.016,0.957,0.31,0.233,0.935,0.305,-0.031,0.958,-0.287,1
0.006,0.948,0.289,0.22,0.928,0.298,-0.034,0.942,-0.333,1
