SampleTimeFine,D_Leg_Acc_X,D_Leg_Acc_Y,D_Leg_Acc_Z,D_Upper_Arm_Acc_X,D_Upper_Arm_Acc_Y,D_Upper_Arm_Acc_Z,L_Wrist_Acc_X,L_Wrist_Acc_Y,L_Wrist_Acc_Z,R_Wrist_Acc_X,R_Wrist_Acc_Y,R_Wrist_Acc_Z,Activity
1330403028,-0.234722,0.321034,0.287909,-1.477544,0.701389,-0.429253,4.521538,0.326941,1.795671,-0.39485,-0.636526,-0.609706,0
1330436362,-0.152184,0.040815,0.072574,-0.000612,1.850197,0.687805,1.551787,-1.836426,-4.367052,0.521732,0.612625,-0.204273,0
1330469696,-0.201815,-0.158885,-0.170979,2.187987,1.854676,0.034481,0.56435,-1.302597,-1.772503,2.36546,1.157457,-1.56738,0
1330503030,-0.392577,-0.220694,-0.238194,2.054606,0.70232,-0.137486,-1.995971,-0.390007,0.232105,3.011718,1.729192,-2.577544,0
1330536364,-0.654679,-0.604617,-0.267933,0.703026,0.230197,0.067811,-4.813892,-0.01505,-2.355289,1.775186,1.8209,-2.429591,0
1330569698,-0.912317,-0.54649,-0.537657,0.119405,0.612127,-0.097409,-2.704637,0.189459,-1.211925,2.114789,1.417269,-1.195155,0
1330603032,-0.643415,-0.977133,-0.749761,0.345805,1.201905,-0.214203,0.461436,-0.650165,1.193357,2.524942,0.965515,-1.578755,0
1330636366,0.557476,0.315999,-0.754972,0.152466,1.083371,-1.312663,1.749365,-1.435543,-0.4145,1.446438,0.248573,-1.006881,0
1330669700,0.948152,1.196931,-0.547672,-1.034372,0.367532,-2.132988,5.174176,-3.127593,-1.809996,-0.787947,-1.091091,-0.432498,0
1330703034,0.806193,0.862473,-0.500017,-1.290724,0.066353,-2.877039,6.458423,-0.604769,-4.903039,-1.691694,-3.2109,0.317533,0
1330736368,0.341624,0.711963,-0.577997,-1.278567,-0.24549,-1.289227,4.5393,-2.12469,-6.30857,-2.098739,-5.922172,2.37892,0
1330769702,-0.256161,-0.02955,-0.239408,-1.365742,-0.02842,-0.346951,2.719738,-2.900356,-6.712848,-1.867596,-6.949943,2.943621,0
