Left_Wrist_Acc_X,Left_Wrist_Acc_Y,Left_Wrist_Acc_Z,Right_Wrist_Acc_X,Right_Wrist_Acc_Y,Right_Wrist_Acc_Z,Upper_Leg_Acc_X,Upper_Leg_Acc_Y,Upper_Leg_Acc_Z,Activity
-0.001,0.916,0.351,0.204,0.965,0.214,-0.003,0.989,-0.098,1
-0.077,0.924,0.286,0.228,0.942,0.204,0.001,0.998,-0.094,1
0.175,0.983,0.479,0.274,0.92,0.227,-0.021,1.001,-0.087,1
1.196,1.033,0.421,0.254,0.977,0.205,-0.03,1.004,-0.083,1
-0.154,0.879,-1.152,0.276,0.978,0.2,0.008,0.994,-0.115,1
-2.143,0.852,-0.514,0.259,0.946,0.188,0.047,0.99,-0.117,1
0.335,1.07,-0.898,0.31,0.958,0.22,0.063,0.989,-0.125,1
1.043,1.068,0.055,0.236,0.935,0.264,0.094,0.993,-0.114,1
-0.606,0.749,-0.534,0.305,0.91,0.256,0.142,0.986,-0.116,1
-0.852,0.83,0.061,0.134,0.932,0.306,0.169,1.037,-0.052,1
-0.335,0.906,-0.119,0.189,0.94,0.303,0.217,0.917,-0.001,1
0.007,0.961,0.406,0.281,0.974,0.31,0.156,0.988,-0.146,1
-0.324,0.786,0.193,0.222,0.912,0.222,0.228,0.983,-0.004,1
-0.501,0.937,0.255,0.191,0.975,0.252,0.251,0.972,0.036,1
-0.25,0.94,0.184,0.199,0.962,0.251,0.256,0.982,0.109,1
-0.292,0.753,0.178,0.228,0.932,0.207,0.265,0.982,0.101,1
-0.391,0.944,0.128,0.25,0.952,0.249,0.312,0.974,0.085,1
-0.595,0.855,0.279,0.266,0.947,0.251,0.199,0.987,0.089,1
-0.311,0.758,0.106,0.244,0.983,0.391,0.247,0.938,0.136,1
-0.344,0.924,0.135,0.089,0.958,0.438,0.402,0.821,0.157,1
-0.431,1.042,0.27,0.227,0.989,0.325,0.169,0.951,0.166,1
-0.445,0.941,0.16,0.31,0.841,0.074,0.288,0.962,0.225,1
-0.366,1.002,0.22,0.314,0.806,0.119,0.299,0.94,0.228,1
-0.302,0.946,0.192,0.345,0.962,0.169,0.216,0.975,0.162,1
-0.229,0.929,0.115,0.404,0.912,0.417,0.251,0.951,0.107,1
-0.402,0.981,0.244,0.62,1.009,0.671,0.272,0.981,0.241,1
-0.075,0.963,0.296,0.477,0.824,-0.006,0.275,0.945,0.195,1
-0.185,0.915,0.147,0.445,0.965,0.122,0.215,0.969,0.134,1
-0.246,0.943,-0.043,0.258,0.923,0.18,0.193,0.99,0.14,1
-0.478,0.974,0.196,0.212,0.943,0.232,0.188,0.972,0.152,1
-0.135,0.483,0.114,0.144,0.959,0.281,0.243,0.971,0.159,1
-0.334,0.957,0.167,0.176,0.96,0.226,0.187,0.985,0.049,1
-0.328,0.945,0.1,0.158,0.9,0.291,0.166,0.988,0.076,1
-0.279,0.962,0.102,0.328,0.939,0.236,0.205,0.975,0.051,1
-0.232,0.968,0.124,0.277,0.944,0.263,0.148,0.99,0.007,1
-0.23,1.005,0.129,0.265,0.94,0.232,0.169,0.998,0.058,1
-0.236,0.982,0.145,0.204,0.941,0.27,0.109,1.008,0.0,1
-0.205,0.962,0.155,0.247,0.948,0.211,0.065,1.004,-0.076,1
-0.219,0.956,0.149,0.221,0.947,0.264,0.051,0.98,-0.122,1
-0.22,0.956,0.152,0.278,0.972,0.274,-0.005,1.019,-0.041,1
-0.22,0.972,0.152,0.267,0.917,0.223,-0.006,1.004,-0.029,1
-0.232,0.967,0.15,0.255,0.987,0.258,-0.031,1.006,-0.082,1
-0.231,0.962,0.16,0.245,0.931,0.243,-0.003,1.0,-0.081,1
-0.236,0.965,0.166,0.278,0.863,0.194,-0.026,1.0,-0.095,1
-0.228,0.957,0.172,0.292,0.905,0.167,-0.001,0.993,-0.097,1
-0.204,0.97,0.17,0.324,0.995,0.183,0.013,0.991,-0.079,1
-0.219,0.958,0.166,0.329,1.001,0.202,0.016,0.996,-0.107,1
-0.232,0.957,0.165,0.231,0.953,0.214,0.034,0.994,-0.106,1
-0.229,0.951,0.17,0.213,0.937,0.21,0.065,0.989,-0.128,1
-0.208,0.971,0.148,0.25,0.935,0.22,0.071,0.988,-0.129,1
-0.257,1.002,0.184,0.28,0.952,0.226,0.099,0.989,-0.135,1
-0.262,0.943,0.233,0.271,0.971,0.245,0.114,0.986,-0.135,1
-0.222,0.948,0.19,0.313,0.893,0.214,0.106,0.981,-0.156,1
-0.191,1.008,0.184,0.313,0.91,0.233,0.13,0.988,-0.155,1
-0.111,0.923,0.243,0.305,0.938,0.288,0.153,0.983,-0.128,1
-0.207,0.983,0.203,0.16,0.47,0.123,0.144,0.977,-0.142,1
-0.196,0.963,0.195,0.293,0.938,0.228,0.139,0.987,-0.125,1
-0.16,0.936,0.217,0.292,0.918,0.239,0.191,0.972,-0.136,1
-0.198,0.949,0.211,0.313,0.933,0.225,0.128,0.986,-0.174,1
-0.208,0.95,0.196,0.273,0.927,0.309,0.188,0.972,-0.149,1
-0.198,0.966,0.21,0.279,0.925,0.268,0.162,0.979,-0.155,1
-0.246,0.954,0.202,0.259,0.934,0.261,0.158,0.975,-0.143,1
-0.235,0.958,0.217,0.248,0.933,0.299,0.157,0.981,-0.134,1
-0.234,0.965,0.201,0.246,0.96,0.287,0.15,0.979,-0.146,1
-0.252,0.942,0.182,0.228,0.918,0.294,0.208,0.971,-0.156,1
-0.234,0.95,0.208,0.227,0.935,0.207,0.139,0.984,-0.147,1
-0.203,0.962,0.208,0.176,0.974,0.284,0.151,0.986,-0.108,1
-0.23,0.955,0.186,0.178,0.916,0.282,0.137,0.976,-0.163,1
-0.232,0.958,0.18,0.25,0.926,0.231,0.151,0.983,-0.123,1
-0.271,0.944,0.183,0.266,0.935,0.242,0.197,0.987,-0.086,1
