PacketCounter,SampleTimeFine,Forearm_Acc_X,Forearm_Acc_Y,Forearm_Acc_Z,Forearm_Gyr_X,Forearm_Gyr_Y,Forearm_Gyr_Z,Upper_Arm_Acc_X,Upper_Arm_Acc_Y,Upper_Arm_Acc_Z,Upper_Arm_Gyr_X,Upper_Arm_Gyr_Y,Upper_Arm_Gyr_Z,Activity
0,1413365736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,1413399070,9.13141918182373,-3.84379649162292,1.31915736198425,-0.78446590900421,2.14230418205261,3.32940173149109,10.03268051147461,0.69690680503845,-0.03694499284029,3.17572903633118,2.22624707221985,1.99390125274658,0
2,1413432404,9.15522003173828,-3.88897347450256,1.32954919338226,-0.46880209445953,2.51653432846069,3.16432452201843,10.0522575378418,0.71224665641785,-0.0336550027132,3.55799841880798,2.55211091041565,1.15245950222015,0
3,1413465738,9.13145542144775,-3.85829639434814,1.29982340335846,1.01586067676544,2.4515745639801,2.78166460990906,9.96845245361328,0.72680711746216,-0.0150289889425,3.58952140808105,2.47901821136475,0.4074245095253,0
4,1413499072,9.0350170135498,-3.77563142776489,1.25046265125275,0.12845090031624,2.49057579040527,2.55231523513794,9.93152809143066,0.68987095355988,-0.03688597679138,3.3040292263031,2.43238425254822,-0.06937201321125,0
5,1413532406,9.0280590057373,-3.83157348632812,1.25307929515839,0.15697704255581,2.23227190971375,1.90179109573364,9.97727584838867,0.66901230812073,-0.04323027655482,3.5746214389801,1.95240211486816,-0.49346718192101,0
6,1413565740,9.05190277099609,-3.84351396560669,1.23795914649963,1.40148532390594,1.49505484104156,0.60141497850418,9.98451709747314,0.70517981052399,-0.0336269326508,2.83749389648438,1.77100002765656,-0.79569071531296,0
7,1413599074,9.04694747924805,-3.78832125663757,1.19353103637695,0.82582712173462,0.98548382520676,-0.54244500398636,9.96045017242432,0.71028566360474,-0.03408025577664,1.70182001590729,1.18574321269989,-1.01269423961639,0
8,1413632408,9.03855323791504,-3.8324282169342,1.19460260868073,-0.48205026984215,0.41130477190018,-1.40250039100647,9.98016262054443,0.70304661989212,-0.03645296767354,1.23123466968536,0.58038383722305,-1.33722984790802,0
9,1413665742,9.05515193939209,-3.87565326690674,1.20709991455078,0.25154554843903,-0.52545094490051,-2.16496467590332,9.95533084869385,0.71834743022919,-0.04292467609048,1.43049824237823,0.01189389824867,-1.93950271606445,0
