PacketCounter,SampleTimeFine,Forearm_Acc_X,Forearm_Acc_Y,Forearm_Acc_Z,Forearm_Gyr_X,Forearm_Gyr_Y,Forearm_Gyr_Z,Upper_Arm_Acc_X,Upper_Arm_Acc_Y,Upper_Arm_Acc_Z,Upper_Arm_Gyr_X,Upper_Arm_Gyr_Y,Upper_Arm_Gyr_Z,Activity
1,820898193,9.66315078735352,-3.18150305747986,2.73217248916626,-12.04318523406982,-1.13430452346802,-39.25315093994141,0.0,0.0,0.0,0.0,0.0,0.0,0
2,820931527,9.45557498931885,-3.52898216247559,2.77172255516052,18.33963775634766,0.03800070285797,-40.5420036315918,9.50328826904297,1.50865864753723,1.61733818054199,30.43856430053711,-6.14915752410889,-0.93267673254013,0
3,820964861,9.4232702255249,-3.1568591594696,2.64686012268066,57.11830139160156,3.64215874671936,-38.42900848388672,9.35076713562012,1.84529602527618,1.47456610202789,26.38290786743164,-0.60215729475021,0.42042377591133,0
4,820998195,9.57480144500732,-2.22723793983459,2.3851432800293,71.48462677001953,6.50400543212891,-31.34082221984863,9.51169681549072,1.83560812473297,1.4594132900238,16.74365425109863,1.44064974784851,0.816177546978,0
5,821031529,9.73229789733887,-1.43892645835876,2.26421642303467,49.50034332275391,7.25091361999512,-20.20940399169922,9.75794124603271,1.65897715091705,1.5485827922821,8.14327716827393,1.19709360599518,-0.01482016034424,0
6,821064863,9.73437690734863,-1.17587161064148,2.27268218994141,6.76765012741089,6.17803192138672,-7.66984415054321,9.86426734924316,1.51649641990662,1.61511874198914,4.0759425163269,-0.17336922883987,-0.86432319879532,0
7,821098197,9.64371681213379,-1.58652281761169,2.352698802948,-29.66076278686523,4.61390829086304,2.99608087539673,9.85609531402588,1.45200800895691,1.60695219039917,1.42069804668427,0.73520618677139,-0.32135292887688,0
8,821131531,9.46910285949707,-2.14173722267151,2.4088454246521,-39.16091156005859,3.4518096446991,8.87369346618652,9.71630954742432,1.38829505443573,1.59673845767975,-2.90436840057373,1.19533836841583,1.15255880355835,0
9,821164865,9.41758632659912,-2.49322175979614,2.4229679107666,-25.38397789001465,2.93554449081421,10.43844795227051,9.64932441711426,1.18918097019196,1.67669117450714,-5.76016807556152,0.86941713094711,2.20703458786011,0
10,821198199,9.39092636108398,-2.43452954292297,2.39167451858521,-4.34117984771729,2.28575420379639,9.30174255371094,9.72493457794189,0.97833406925201,1.76672768592834,-3.32122802734375,0.85522103309631,2.17839217185974,0
