PacketCounter,SampleTimeFine,Arm_Euler_X,Arm_Euler_Y,Arm_Euler_Z,Arm_Acc_X,Arm_Acc_Y,Arm_Acc_Z,Arm_Gyr_X,Arm_Gyr_Y,Arm_Gyr_Z,Leg_Euler_X,Leg_Euler_Y,Leg_Euler_Z,Leg_Acc_X,Leg_Acc_Y,Leg_Acc_Z,Leg_Gyr_X,Leg_Gyr_Y,Leg_Gyr_Z,Activity
1638,4206295213,-97.45514678955078,-78.39680480957031,33.34123229980469,9.70701122283936,-1.96448338031769,-0.57968121767044,26.30146789550781,-11.13825607299805,2.34588146209717,141.16065979003906,-75.2908706665039,-136.5528106689453,9.69483470916748,1.57482671737671,-2.24888563156128,17.02835273742676,0.62257778644562,-10.03197765350342,0
1639,4206328547,-98.32801055908205,-78.36250305175781,35.15177917480469,9.77905178070068,-1.62445247173309,-0.57652699947357,26.646240234375,-11.43757057189941,-0.67145437002182,140.61734008789062,-75.057373046875,-135.35586547851562,9.57879447937012,1.58962905406952,-2.34092330932617,18.83757781982422,0.71894067525864,-11.58737564086914,0
1640,4206361881,-99.26061248779295,-78.45409393310547,36.70098876953125,9.84232044219971,-1.55700421333313,-0.6924210190773,17.17808532714844,-9.26679229736328,-4.32547426223755,140.14642333984375,-74.86016845703125,-134.3148193359375,9.66086292266846,1.72377955913544,-2.59667062759399,16.4565315246582,0.97391510009766,-10.05348014831543,0
1641,4206395215,-100.42118072509766,-78.57914733886719,38.03043746948242,9.58036804199219,-1.88426065444946,-0.58161169290543,3.89823222160339,-7.63622856140137,-5.23464393615723,139.41773986816406,-74.69515991210938,-133.31915283203125,9.44066524505615,1.74241292476654,-2.4739100933075,7.38648700714111,1.6468677520752,-9.22396183013916,0
1642,4206428549,-101.39930725097656,-78.7178955078125,39.07001495361328,9.81882667541504,-2.36372923851013,-0.54351454973221,0.86333441734314,-5.69227695465088,-5.43273639678955,139.39637756347656,-74.5487289428711,-132.96224975585938,9.45768928527832,1.84945595264435,-2.26810741424561,10.107346534729,-1.11890876293182,-5.0500168800354,0
1643,4206461883,-101.7507095336914,-78.85375213623047,39.56924819946289,9.96353912353516,-2.36200308799744,-0.50019329786301,3.77915906906128,-2.48725056648254,-4.76303625106812,139.7568359375,-74.49545288085938,-132.94517517089844,9.72647571563721,2.01081371307373,-2.48963022232056,11.73134231567383,-0.76080429553986,-1.17629432678223,0
1644,4206495217,-101.53312683105467,-78.92339324951172,39.53297805786133,10.07384586334229,-2.08022475242615,-0.34909179806709,5.08923006057739,0.17603297531605,-2.19196796417236,140.01898193359375,-74.5550308227539,-133.02684020996094,9.7808141708374,2.21167063713074,-2.31503748893738,5.92932939529419,1.31702470779419,1.61716103553772,0
1645,4206528551,-100.84828948974608,-78.9808120727539,38.91360092163086,10.05779933929443,-1.77625095844269,-0.37794622778893,1.93652856349945,3.37661528587341,-1.18829500675201,140.5445098876953,-74.6702651977539,-133.49502563476562,9.79662704467773,2.18082284927368,-2.03004288673401,2.64858484268188,0.64751493930817,5.04433441162109,0
1646,4206561885,-100.03058624267578,-78.95814514160156,37.97079849243164,9.81688022613525,-1.54201686382294,-0.3538179397583,-3.600670337677,4.74846220016479,1.46053290367126,140.79396057128906,-74.84087371826172,-133.86495971679688,9.64330673217773,2.17754077911377,-2.08002662658691,-2.79784727096558,2.47808837890625,5.47164487838745,0
1647,4206595219,-99.14730072021484,-78.812255859375,36.67487335205078,9.79270839691162,-1.63138663768768,-0.4376255273819,-12.02098274230957,6.20973634719849,5.37899923324585,140.70370483398438,-75.09796142578125,-134.26695251464844,9.41769886016846,2.0665066242218,-2.24481868743896,-13.92815685272217,4.36370658874512,7.27555513381958,0
