SampleTimeFine,D_Leg_Acc_X,D_Leg_Acc_Y,D_Leg_Acc_Z,L_Wrist_Acc_X,L_Wrist_Acc_Y,L_Wrist_Acc_Z,R_Wrist_Acc_X,R_Wrist_Acc_Y,R_Wrist_Acc_Z,Activity
1668374679,-0.147228,-0.789881,0.088041,-0.828099,-2.283559,2.942995,2.589863,2.054947,-2.339171,0
1668408013,-0.448966,-0.109764,-0.21888,0.004834,-1.212615,1.978304,2.154177,1.465353,-0.279389,0
1668441347,0.161341,-0.311228,0.261995,0.549052,-0.1616,0.662194,0.857134,1.162893,0.794481,0
1668474681,0.355547,-0.63107,0.815545,0.703869,0.712478,-0.380049,-0.36634,0.497703,1.176486,0
1668508015,0.155022,-0.970594,0.02501,0.591566,1.002857,-1.136802,-1.369917,-0.395345,1.93887,0
1668541349,-0.827465,-0.87834,-1.048485,0.425926,1.259791,-1.620453,-2.087428,-0.874463,2.974641,0
1668574683,-1.127795,-0.169461,0.050479,0.251806,1.884756,-1.947062,-2.708859,-1.185243,3.076562,0
1668608017,-0.923659,0.255558,0.740005,-0.013952,2.596228,-3.087005,-2.95113,-1.613058,3.238113,0
1668641351,-0.665084,-0.105809,1.332523,-0.785812,3.089399,-3.520871,-2.437974,-2.180141,2.958818,0
1668674685,-0.451281,-0.653407,0.533121,-1.085398,3.779386,-2.653799,-1.486719,-1.680483,2.278047,0
1668708019,-0.229537,-1.075631,0.725474,-0.978169,3.102308,-1.337046,-0.403273,-0.9294,1.391032,0
1668741353,-0.036347,-0.284684,0.199955,-0.007303,2.108564,0.74555,0.822117,0.129533,0.394464,0
1668774687,0.337773,-0.170158,-1.39925,1.149163,0.733323,0.91898,1.84625,1.486169,-1.741239,0
1668808021,-0.302308,0.131542,-1.223685,1.527213,-0.710892,1.723274,2.350503,1.852278,-2.753196,0
1668841355,-0.25754,-0.297841,0.317793,1.566373,-2.346087,2.440254,2.410637,2.241413,-2.978947,0
1668874689,-0.222068,0.180974,0.017506,1.238675,-3.848239,3.482501,2.271728,1.927428,-2.343402,0
1668908023,-1.940228,-0.118949,-0.77035,0.486895,-3.296348,2.789676,1.846744,2.096653,-1.356248,0
1668941357,-1.349209,-0.062747,-0.327714,0.141291,-2.699926,3.872654,1.37694,1.706446,0.43572,0
1668974691,-0.159787,0.180271,0.156148,-0.344762,-2.326671,3.196941,0.599431,1.129722,0.195015,0
1669008025,-0.013085,0.200026,1.196817,-0.515351,-1.823859,2.386759,-0.027047,0.177354,0.924131,0
1669041359,-0.335293,0.079016,0.396976,-0.12142,-0.453742,1.043833,-0.403444,-0.434809,1.810704,0
1669074693,-1.09793,-0.047686,-0.765451,0.249822,0.270749,0.101357,-0.3703,-0.865243,1.717676,0
1669108027,-0.855325,-0.350295,0.759844,0.040868,0.141107,-0.308829,-0.805809,-1.801624,2.412169,0
1669141361,-0.09449,-0.589817,1.182083,0.031717,1.185576,-0.982278,-1.381372,-2.222546,3.151445,0
1669174695,0.206977,-0.180957,-0.284795,0.310981,2.214363,-1.22467,-1.775091,-1.558985,2.926301,0
1669208029,-0.224852,-0.129222,-0.353561,-0.004935,3.387654,-2.469199,-1.922403,-1.495759,3.40963,0
1669241363,-0.230626,-0.658498,0.898116,0.131264,3.60854,-2.618458,-2.017832,-1.227813,2.755974,0
1669274697,-0.624998,-0.382205,0.153103,0.169655,2.915229,-2.095343,-1.420102,-0.640625,1.918747,0
1669308031,-1.126677,-0.285749,-0.068001,0.999973,2.347115,-1.409781,-0.562546,-0.296278,1.394269,0
1669341365,-0.730758,-0.550471,0.630257,1.455166,2.204883,-1.277871,-0.025451,0.029594,0.382832,0
1669374699,-0.533938,-0.393971,0.016667,0.431597,1.619,-0.522758,0.559241,0.320234,-0.361767,0
1669408033,-0.167799,-0.462045,-0.185677,0.735182,-0.250276,0.589771,1.270633,0.783149,-0.964613,0
1669441367,-0.158161,-0.196122,-0.641165,0.167954,-2.018263,2.40412,1.806898,1.257882,-1.495865,0
1669474701,-0.377485,-0.408667,0.286217,-0.164907,-4.163656,4.051303,1.952921,1.549592,-2.113132,0
1669508035,-1.064281,-0.270165,0.515187,-0.772194,-3.715816,3.533729,2.118588,1.695461,-2.738795,0
1669541369,-0.884896,-0.226254,0.88118,-1.44305,-2.343461,2.380344,1.774886,1.600109,-2.933635,0
1669574703,-1.236317,0.057025,0.145167,-1.98551,-4.036345,2.889163,2.144258,2.034189,-3.106963,0
1669608037,-1.012226,-0.169812,-0.3252,-1.177467,-3.54152,2.753172,2.144831,1.899268,-3.017353,0
1669641371,-0.038226,-0.489587,-0.332487,-1.491246,-1.096555,1.981054,1.598528,1.429391,-1.697784,0
1669674705,0.171111,-0.170134,-0.678411,-0.972311,0.247903,0.637535,0.904136,0.757538,0.050405,0
1669708039,-0.336847,-0.021201,-0.156352,-0.598082,1.123815,-0.143875,0.359564,0.052043,1.203905,0
1669741373,0.044816,0.159199,0.282854,-0.056251,1.864762,-1.07685,-0.258684,-0.4132,2.044286,0
1669774707,-0.924362,-0.081003,0.410203,0.125418,1.774448,-1.807479,-1.300341,-1.391873,2.833648,0
1669808041,-0.86661,-0.182837,0.337059,0.524354,1.466268,-2.172812,-2.201861,-1.615476,2.901235,0
1669841375,-0.302087,-0.128724,0.065034,0.792351,1.508576,-2.395113,-3.485042,-2.880123,3.125733,0
1669874709,-0.379588,-0.577543,0.410527,1.273964,1.87931,-2.201454,-4.457396,-3.205371,3.29791,0
1669908043,-0.636451,-0.55353,0.517169,1.628474,1.94727,-2.102684,-3.997667,-1.901061,2.987578,0
1669941377,-0.599858,-0.354501,-0.012761,1.489194,2.092254,-1.83087,-2.828274,-0.877676,2.754136,0
1669974711,-0.320108,-0.166255,-0.066025,1.572293,1.845739,-1.657286,-1.511719,-0.255944,2.021502,0
1670008045,-0.324209,-0.193491,-0.111703,1.523873,1.089145,-0.617355,-0.509496,0.92211,0.52882,0
1670041379,-0.875521,-0.136283,-0.203814,1.029872,0.210103,0.144191,0.513478,1.134204,-0.464994,0
1670074713,-0.477529,-0.16356,0.401855,-0.409722,-1.685519,1.867305,1.243298,1.376775,-1.552629,0
1670108047,-1.31396,-0.094072,0.430297,-2.479396,-4.224814,4.044501,1.935717,1.526281,-2.284751,0
1670141381,-1.550554,-0.391335,0.86122,-3.81915,-5.203369,5.197839,2.203548,1.404495,-2.172088,0
1670174715,-0.910589,-0.156167,0.480496,-4.223089,-4.580824,4.591178,1.875632,0.933525,-1.654572,0
1670208049,-0.348523,0.024815,-0.317389,-2.872018,-3.335234,4.250866,1.971632,1.25925,-1.309021,0
1670241383,-0.238061,-0.15781,0.497694,-1.577002,-2.211558,3.365165,1.831726,0.35953,0.213582,0
1670274717,-0.904251,-0.394716,0.75958,0.387642,-0.715659,2.030414,1.007226,-0.481242,0.522865,0
1670308051,-1.224757,-0.613123,0.023178,1.700857,0.308946,0.190909,0.039104,-1.286945,1.037533,0
1670341385,-0.842402,-0.766456,-0.276385,2.831131,1.397587,-1.336314,-1.471781,-2.230313,2.884766,0
1670374719,-1.361191,-1.637794,1.723036,2.897484,2.266919,-2.684459,-1.78548,-1.789927,3.398141,0
1670408053,-1.207411,-1.482197,1.959882,3.220554,3.045359,-3.546498,-2.100705,-1.319523,3.484669,0
1670441387,-0.339258,-0.955829,1.470766,2.629313,4.210622,-3.255326,-1.768378,-1.147237,3.770809,0
1670474721,0.185375,0.199181,-0.004821,1.705705,4.265368,-1.665048,-1.409694,-1.144952,3.550644,0
1670508055,-0.309434,0.589476,-1.46156,0.469201,3.727531,-0.5077,-0.57117,-0.439355,2.126759,0
1670541389,-1.141339,0.34274,-0.852951,-0.486204,2.900813,0.899055,0.246886,0.148874,0.373796,0
1670574723,-1.008066,0.165718,0.388989,-1.451382,0.795727,2.224277,0.839189,0.598343,-0.430558,0
1670608057,-0.633443,0.391906,-0.052514,-2.071491,-1.1319,2.776448,1.580752,0.941794,-1.162886,0
1670641391,-0.077784,0.867377,-1.994138,-1.609249,-2.57902,2.736705,2.388607,2.019443,-1.724036,0
1670674725,-1.064493,0.884999,-1.546936,-1.610076,-3.084876,3.311075,2.556926,2.556211,-2.0439,0
1670708059,-0.863867,0.263165,1.089157,-1.206201,-3.353217,2.478596,1.884775,2.2726,-1.776673,0
1670741393,-0.355339,0.280512,0.511661,-0.988831,-3.164857,1.662817,1.335114,1.259943,-1.177065,0
1670774727,-1.113509,-0.047589,-1.209826,0.069645,-1.508188,1.551626,0.58736,0.021219,0.815923,0
1670808061,-0.523511,-0.51787,-2.004735,0.167122,-0.41115,0.936618,0.748585,-0.148027,0.880589,0
1670841395,-0.625896,-0.262453,-0.16493,0.630756,-0.804734,0.618518,-0.283589,-0.986614,1.728784,0
1670874729,-0.662051,-0.573751,1.759513,0.826333,-0.717819,-0.00473,-1.579599,-2.118786,2.239469,0
1670908063,0.275115,-0.400124,1.323274,1.846426,0.530126,-1.078412,-2.501271,-2.178904,2.704527,0
1670941397,-0.17076,-0.391428,-1.154582,3.431633,2.20109,-3.883804,-2.774171,-1.770674,2.849277,0
1670974731,-1.004253,-0.627771,-1.017573,2.421097,2.401869,-3.644367,-2.298995,-1.539455,2.535587,0
1671008065,-0.296982,-0.802036,0.922694,1.517467,2.263094,-1.222885,-1.634962,-0.765536,1.691996,0
1671041399,-0.190339,-0.351879,1.278688,-0.948429,1.184373,1.022486,-0.774645,0.019936,0.599614,0
1671074733,-0.105972,-0.71783,-0.059615,-1.502822,-0.732441,2.479382,0.338348,0.885503,-0.309503,0
1671108067,-0.236048,-0.383912,-0.903198,-1.703888,-1.453079,2.639905,1.481925,1.39235,-1.271852,0
1671141401,-0.866636,-0.236357,-0.683731,-1.787244,-1.946409,3.36501,2.742651,2.220654,-1.997839,0
1671174735,-1.033582,-0.387402,0.811203,-1.795996,-2.51061,3.353289,3.496545,2.201608,-2.602133,0
1671208069,-0.900144,-0.612243,0.336712,-0.872343,-2.590534,2.461708,2.190499,0.870536,-1.720044,0
1671241403,-0.560562,-1.195505,-1.506459,-0.503124,-1.32572,2.12639,1.525904,0.874544,-1.189795,0
1671274737,-0.343419,0.940678,0.270746,-0.329159,0.090288,1.73005,-0.035513,-0.165627,0.231194,0
1671308071,-1.113885,-0.734294,3.198392,-0.137727,0.550004,-0.350225,-1.417174,-0.870787,0.918808,0
1671341405,-1.869355,-0.284064,-0.292793,0.955609,0.934697,-1.991343,-2.033041,-1.221094,2.02909,0
1671374739,-2.304573,-1.80438,-3.047864,1.920598,1.447447,-3.127799,-2.401561,-1.423019,2.297759,0
1671408073,-2.481305,-0.478619,-1.315711,2.432703,2.08644,-4.557972,-2.012993,-1.225783,2.681767,0
1671441407,-2.464088,-1.376859,3.10793,1.900205,2.181999,-4.756409,-1.76,-1.314387,2.241255,0
1671474741,-0.895342,-0.818584,1.301846,0.786036,2.484659,-3.743217,-1.298637,-0.957552,1.804977,0
1671508075,0.060868,-1.567454,-0.161125,0.837594,2.612602,-3.011875,-0.89504,-0.359497,1.424848,0
1671541409,-0.062462,-1.629628,-0.356556,-0.116915,2.013268,-0.561065,-0.141133,0.435187,0.356038,0
1671574743,-1.011545,-1.001714,0.361791,-0.548567,-0.190274,0.983096,0.195576,0.64043,-0.944621,0
1671608077,-0.563212,-0.648055,1.658922,-1.054148,-1.583402,2.297824,0.275876,0.651388,-1.688308,0
1671641411,-0.086435,-0.729275,-0.005255,-1.161517,-2.30545,2.331058,0.799137,0.895429,-2.079892,0
1671674745,-1.364849,0.250574,-0.257219,-0.797127,-2.915588,2.748248,0.796872,0.72392,-1.979354,0
1671708079,-2.755985,-0.220045,-0.397174,-0.854259,-3.408834,2.402192,1.657418,1.197435,-3.029466,0
1671741413,-1.614963,0.435069,-1.048313,-0.840119,-3.364563,2.449694,1.49774,0.976613,-3.18456,0
1671774747,-0.290985,1.667248,-0.645244,-0.971754,-3.250201,2.346485,1.261787,0.44979,-2.951088,0
1671808081,0.593824,1.30931,-0.482031,-0.71862,-2.115016,2.180696,1.022498,0.297653,-3.085177,0
1671841415,0.850995,1.543564,-0.429259,-0.268538,-0.823264,1.205196,0.897327,0.052994,-2.310948,0
1671874749,0.453166,0.258592,-0.137945,0.08484,0.665064,-0.138128,0.73016,0.025034,-1.844205,0
1671908083,0.2821,0.938455,-0.256583,0.701373,1.382011,-1.437469,0.298783,0.042149,-0.903511,0
1671941417,-0.218246,0.74457,0.169137,0.962038,1.163354,-2.491174,-0.609203,-0.440253,0.471468,0
1671974751,-0.490042,0.674714,-0.099442,0.908594,0.991691,-4.147817,-1.451889,-1.030707,1.427063,0
1672008085,-0.516135,0.791184,0.178793,0.901789,0.8817,-4.28322,-1.779482,-1.161173,2.430104,0
1672041419,-0.481593,0.101445,0.127345,0.275283,1.550033,-5.094126,-1.749725,-0.799161,2.085737,0
1672074753,-0.27663,-0.106132,-0.190183,-0.385635,1.953341,-4.190822,-1.349568,-0.457097,1.828319,0
1672108087,-0.869818,0.769156,0.310952,-0.37076,1.864735,-2.998758,-0.868049,0.054971,1.119139,0
1672141421,-0.378109,0.429678,0.061775,-0.528772,1.408028,-2.845749,-0.480834,0.091658,0.462532,0
1672174755,-0.622503,-0.88595,-0.237828,-0.588152,1.084264,-2.470263,-0.092873,0.203779,-0.521242,0
1672208089,-1.947056,-0.126071,0.223338,-0.286562,0.459522,-1.366642,0.149962,0.271676,-1.311998,0
1672241423,-0.809228,-0.347986,0.116801,-0.039853,0.186603,-0.723339,0.445601,0.182948,-0.974425,0
1672274757,-0.405867,-0.074692,0.010718,0.358318,-0.062817,0.055518,0.33219,0.178463,-1.866311,0
1672308091,-0.544911,0.10808,-0.104663,0.500095,-0.617601,0.927903,0.324098,-0.17777,-2.091296,0
1672341425,-0.738481,-0.077528,0.384239,0.854765,-1.160956,0.791422,0.33817,0.285524,-2.384143,0
1672374759,-0.335609,-0.228771,0.122132,0.946337,-1.354168,0.989639,0.428231,0.485171,-2.533382,0
1672408093,-0.353339,-0.316969,0.175648,1.028161,-0.943424,0.288512,0.526893,0.514393,-2.626027,0
1672441427,-0.916681,-0.297339,0.144407,1.088277,-0.902594,-0.060416,0.44537,0.541931,-2.017743,0
1672474761,-0.434856,-0.084001,-0.14672,0.887372,-0.680042,-0.269837,0.310575,0.506187,-1.323415,0
1672508095,-0.18831,-0.480714,0.297885,0.711415,-0.196349,-0.463456,0.246778,0.335888,-0.692888,0
1672541429,-0.57474,-0.7385,0.079861,0.093265,-0.00465,0.182296,0.106568,0.17862,0.149969,0
1672574763,-0.758514,-0.398482,-0.106229,-0.182544,0.174656,0.668901,-0.018891,0.146568,0.532578,0
1654207729,-0.405597,-0.363665,0.04978,0.239239,0.241036,-0.103615,0.083907,0.205738,0.182287,0
1654241063,0.011609,-0.080803,0.25997,0.180753,0.205182,-0.013908,0.025608,0.095018,0.329711,0
1654274397,0.343805,0.032718,-0.003902,0.039498,0.122356,-0.186725,-0.023185,-0.111483,0.21377,0
1654307731,0.178048,-0.039749,0.139953,-0.015344,0.028122,-0.157508,-0.30366,-0.254767,0.311137,0
1654341065,-0.094505,0.091182,0.106445,-0.092461,-0.162869,0.242183,-0.447284,-0.303526,0.649462,0
1654374399,0.117367,-0.305836,0.165293,-0.227715,-0.554601,0.495615,-0.638748,-0.821252,0.993666,0
1654407733,-0.027537,-0.127424,-0.056332,-0.963919,-0.965456,0.934659,-0.806209,-1.267576,1.200347,0
1654441067,-0.37613,-0.430214,-0.043283,-1.268852,-1.307578,1.109456,-0.889999,-1.335531,1.223385,0
1654474401,-0.627869,-0.026586,0.024561,-1.832849,-1.039015,0.871088,-0.837809,-1.438184,1.184181,0
1654507735,-0.34831,0.281605,0.201049,-2.012824,-0.60441,0.624914,-0.703641,-1.646738,1.229609,0
1654541069,-0.023954,0.645422,0.457702,-2.234026,-0.083026,0.63088,-0.350843,-1.941181,1.333749,0
1654574403,0.666351,1.020611,0.594214,-1.666937,0.55148,0.29446,-0.406538,-1.978653,1.516895,0
1654607737,0.66301,1.452279,0.351353,-1.267401,0.898694,-0.065455,-0.8361,-1.941381,1.776623,0
1654641071,0.816422,1.476926,0.296038,-0.866814,0.891037,0.060573,-1.0189,-1.816195,1.704879,0
1654674405,0.681656,1.172935,0.020703,-0.481427,0.79558,0.17336,-1.379356,-1.879347,1.825773,0
1654707739,1.268973,1.536568,0.164953,-0.278923,-0.338556,0.712963,-1.744447,-2.060133,1.804294,0
1654741073,4.338085,2.736459,1.388214,-0.647905,-0.973464,1.527905,-1.455912,-1.719133,2.850152,0
1654774407,6.147413,1.870293,1.79379,-0.828029,-2.582031,2.638089,-0.799461,-0.529945,2.452627,0
1654807741,-0.252478,-3.476118,-0.823499,-1.157949,-3.977,2.846493,-0.562159,-0.103325,0.61977,0
1654841075,-6.057007,-3.143969,0.874536,-1.617969,-3.790176,2.720028,-0.046508,0.695853,-0.510043,0
1654874409,-5.459856,-1.658078,-2.058874,-1.999086,-2.98647,2.332674,1.171434,1.526511,-2.589095,0
1654907743,-4.823523,-3.731675,-5.173656,-1.190387,-1.520317,1.092196,1.347013,1.366791,-5.481258,0
1654941077,-0.660425,-1.58538,-4.16494,-0.310718,-0.672427,0.281831,1.29902,1.332579,-6.655098,0
1654974411,-0.348858,-2.599375,0.113757,1.846475,0.818357,-1.188825,1.536354,1.663559,-7.103623,0
1655007745,5.912828,6.650294,4.910434,2.114016,1.635738,-3.624464,1.762514,1.49303,-6.933502,0
1655041079,5.744998,0.206948,6.041466,1.737438,1.454017,-4.518233,1.97833,1.835885,-6.355732,0
1655074413,1.640715,-1.312649,-2.853392,1.465329,1.587685,-4.742393,2.381248,2.694067,-5.045188,0
1655107747,-6.35828,-1.5492,-1.518268,1.137398,1.862496,-5.30017,2.913547,3.340283,-4.428888,0
1655141081,-2.037565,-0.261354,-2.152684,0.76508,1.742563,-5.589317,3.960279,4.355472,-2.549418,0
1655174415,-1.089602,-0.173437,1.799356,1.093152,1.480479,-5.239791,3.468834,3.655749,-1.902701,0
1655207749,1.22162,-0.97472,-1.127548,1.099243,1.430506,-6.03044,1.067733,1.643462,-0.412657,0
1655241083,1.11423,0.446455,0.143098,0.873167,2.584536,-6.726288,-0.877247,0.467359,1.112252,0
1655274417,-0.057961,-0.394934,0.075501,1.857845,3.380543,-6.922873,-2.179433,-0.918492,2.24966,0
1655307751,0.066283,0.299944,0.086747,2.161227,4.441485,-6.405793,-4.006048,-2.743148,3.779806,0
1655341085,-1.424023,0.154344,0.64841,0.417294,5.629384,-6.820393,-4.819845,-4.011041,5.869046,0
1655374419,-0.617682,0.43834,-0.693128,1.762255,6.108561,-3.041364,-3.837582,-3.978938,6.360695,0
1655407753,-0.805957,0.612361,0.339952,2.521935,5.095165,2.059906,-2.592086,-3.125032,4.931821,0
1655441087,-0.915268,0.606558,0.932714,1.093803,2.312376,6.291615,-0.797254,-1.774312,3.044208,0
1655474421,-0.91739,0.563233,-1.498212,-0.737035,-1.896594,8.250315,0.557603,-0.538011,0.828126,0
1655507755,-1.104783,0.544329,0.036153,-2.507549,-5.513412,7.880222,1.299903,0.947303,-1.825163,0
1655541089,-0.082206,-0.357859,0.544233,-3.279071,-8.393391,6.445261,1.460852,1.738773,-4.559206,0
1655574423,0.138032,-0.021743,0.040095,-2.938729,-9.120597,4.931034,1.903245,2.324324,-6.118873,0
1655607757,-1.30585,0.176402,-0.418857,-1.710916,-8.758046,4.387555,1.828466,2.516359,-7.216014,0
1655641091,0.461168,-0.271355,-0.073973,-0.696867,-6.272532,3.952386,2.344685,2.779572,-6.448951,0
1655674425,-0.28765,0.012122,1.798335,0.190139,-3.573933,3.616415,2.354614,2.767565,-3.615451,0
1655707759,-0.88425,-0.014885,0.231102,-0.033129,-2.004735,2.967676,2.37613,2.013059,-1.54191,0
1655741093,0.612119,-0.496399,-1.054502,0.465485,0.011483,1.51625,1.079257,1.282413,0.344757,0
1655774427,0.761593,-0.798023,-0.180088,0.743243,1.01765,0.115847,0.711828,0.288684,3.056344,0
1655807761,0.491725,-0.250715,-0.346468,0.91662,1.64586,-0.832837,-0.659186,-1.283078,3.909329,0
1655841095,-0.312791,-0.593086,0.581813,0.376925,0.527222,-2.217183,-2.622038,-2.484477,5.190325,0
1655874429,-0.273067,-0.44894,-0.104226,-0.425416,0.780593,-3.354809,-3.744987,-3.034286,5.677061,0
1655907763,0.259022,0.251483,-0.651885,-0.786322,3.151074,-4.07175,-4.017603,-3.196377,5.646426,0
1655941097,-0.064112,0.143431,1.378838,-0.036303,4.221927,-4.369679,-3.526546,-2.934927,5.113591,0
1655974431,-1.043079,0.370568,0.654381,-0.060139,5.737158,-4.156467,-2.535615,-1.997146,3.511201,0
1656007765,-0.689219,0.804178,-0.93417,0.41579,6.972529,-4.539737,-1.082869,-0.965373,1.465735,0
1656041099,0.143407,0.246829,-0.426307,0.760371,5.807141,-3.242312,-0.233061,-0.168767,-0.05685,0
1656074433,-0.026382,0.280421,0.255448,1.189638,4.696226,-2.17355,0.694363,0.697358,-1.205479,0
1656107767,-0.586481,0.369881,0.111291,1.320081,1.812377,0.935071,1.432157,1.26177,-2.479022,0
1656141101,-0.654535,0.283944,-0.194647,1.044027,-1.422979,3.85897,1.761762,1.675618,-3.616768,0
1656174435,-0.789553,-0.188768,0.980807,-0.03836,-4.279436,4.527938,1.941207,1.871425,-4.884817,0
1656207769,-0.038728,-0.742526,0.45862,-0.357356,-5.239042,4.025422,2.290956,2.462345,-5.322381,0
1656241103,0.596411,-0.788317,-0.628806,-0.080358,-5.911357,4.313157,3.378597,2.790446,-4.848154,0
1656274437,0.410445,-1.082343,-1.218743,-0.652708,-4.751501,4.278917,3.821008,3.284672,-5.071242,0
1656307771,0.247815,-0.396527,-0.725241,-0.567087,-2.855137,3.76392,4.455469,2.976233,-2.011711,0
1656341105,-0.15778,-0.510597,2.540135,-0.80421,-1.549587,2.709177,4.153018,3.470016,-0.483776,0
1656374439,-0.982692,0.197176,1.577496,-0.765369,-0.090397,1.321435,2.897876,2.454446,0.671127,0
1656407773,-0.818812,0.060987,-0.069079,-0.42239,1.667367,-0.336246,1.659167,1.194855,0.843662,0
1656441107,-0.714406,-0.224016,-0.573204,-0.133296,3.018592,-2.357048,-0.782984,-0.05261,1.697933,0
1656474441,-0.87584,-0.138398,0.279165,-0.067515,3.080601,-2.482082,-2.14939,-0.648392,3.055699,0
1656507775,-0.67994,-0.24199,0.689869,0.491235,2.868071,-3.640586,-3.164855,-1.641489,4.532673,0
1656541109,-0.519569,-0.524749,0.23187,0.506951,3.369125,-4.297219,-4.592352,-3.802732,5.348945,0
1656574443,-0.602124,-0.152922,-1.41232,0.740659,3.162482,-3.53392,-5.713657,-5.202642,5.18815,0
1656607777,-0.619534,-0.036172,-0.378998,1.17669,2.705353,-0.336179,-5.274331,-4.692973,4.518172,0
1656641111,-0.343598,0.066667,-0.082876,1.441691,2.482855,0.631002,-3.809664,-3.141509,3.787976,0
