SampleTimeFine,D_Leg_Acc_X,D_Leg_Acc_Y,D_Leg_Acc_Z,D_Upper_Arm_Acc_X,D_Upper_Arm_Acc_Y,D_Upper_Arm_Acc_Z,L_Wrist_Acc_X,L_Wrist_Acc_Y,L_Wrist_Acc_Z,R_Wrist_Acc_X,R_Wrist_Acc_Y,R_Wrist_Acc_Z,Activity
2167355130,0.031734,-0.078415,0.174466,0.196648,0.133848,0.256698,0.178762,-0.081692,-0.05093,0.811784,-0.207852,0.508215,1
2167388464,0.08916,0.123567,0.045092,0.269124,0.184757,0.2017,0.097839,-0.122344,-0.0536,0.675943,-0.069933,0.405243,1
2167421798,0.167801,0.213329,0.121957,0.319851,0.289555,0.174383,-0.021717,-0.147737,-0.070802,0.548662,0.071266,0.316895,1
2167455132,0.171985,-0.136998,0.13064,0.355951,0.323987,0.101039,0.027258,-0.004052,-0.105468,0.452753,0.178416,0.214659,1
2167488466,0.289767,-0.063756,0.148895,0.405992,0.294481,0.114356,-0.001315,0.098293,-0.09482,0.33601,0.320262,0.123067,1
2167521800,0.194405,0.221597,0.128297,0.381223,0.389742,0.113816,0.02388,0.069468,0.019607,0.246522,0.374727,0.050969,1
2167555134,0.12367,0.201544,0.105072,0.327228,0.37282,-0.015464,0.206767,0.281723,-0.02821,0.190765,0.398062,-0.040973,1
2167588468,0.209536,0.218754,0.110453,0.270143,0.393245,-0.172409,0.383804,0.378543,-0.120624,0.0719,0.406031,-0.200986,1
2167621802,0.286118,0.146593,0.092202,0.263848,0.534234,-0.23804,0.546828,0.418368,-0.226418,0.030665,0.406188,-0.281351,1
2167655136,0.297335,-0.157796,0.136876,0.225447,0.714597,-0.111128,0.764347,0.511697,-0.229226,0.045608,0.388429,-0.19007,1
2167688470,0.454017,-0.344161,0.162728,0.096093,0.763195,0.065999,0.861656,0.390101,-0.131599,0.018426,0.390937,0.003355,1
2167721804,0.660965,-0.531887,0.202086,0.029597,0.629996,0.31329,0.875777,0.314754,0.121994,-0.076001,0.501687,0.271765,1
2167755138,0.458999,-0.422082,0.205889,0.0185,0.425664,0.324965,0.774877,0.19617,0.32342,-0.056345,0.621997,0.401634,1
2167788472,0.352726,-0.08556,0.200077,-0.027136,0.285157,0.173359,0.670843,0.149418,0.129243,0.14199,0.696834,0.292979,1
2167821806,0.578753,0.247768,-0.020255,0.081057,0.422196,-0.063456,0.496389,0.207994,-0.182783,0.405846,0.690953,0.035084,1
2167855140,0.582279,0.221177,0.088454,0.078277,0.663598,0.158138,0.500503,0.321906,-0.213082,0.428017,0.481934,0.139244,1
2167888474,0.336634,-0.341032,0.1457,-0.077279,0.727264,0.190722,0.59967,0.400334,-0.037766,0.232708,0.176147,0.296114,1
2167921808,0.3496,-0.755499,0.304015,-0.086348,0.590539,0.29631,0.683106,0.471911,0.033201,0.021874,0.146114,0.354998,1
2167955142,0.322557,-0.973632,0.221532,-0.126559,0.340884,0.445917,0.780926,0.228015,0.338975,0.013622,0.149716,0.58988,1
2167988476,0.278212,-0.940077,0.180422,-0.218548,0.013972,0.293469,0.793063,-0.095845,0.215855,0.296209,0.218618,0.542465,1
2168021810,0.221255,-1.030218,0.156432,-0.228896,-0.088662,0.03709,0.72542,-0.22158,-0.081712,0.492082,0.247049,0.25961,1
2168055144,0.170747,-1.178029,0.106714,-0.238382,-0.05134,-0.076287,0.632784,-0.199246,-0.264958,0.464935,0.145513,0.210655,1
2168088478,0.093087,-1.138743,0.137915,-0.262833,0.001423,-0.108459,0.44976,-0.048867,-0.292677,0.199767,-0.003235,0.181551,1
2168121812,0.098025,-1.275208,0.301854,-0.255682,-0.027312,-0.170174,0.183455,0.052723,-0.332898,-0.102035,-0.061426,0.08839,1
2168155146,-0.108494,-1.640948,0.502689,-0.274685,-0.040006,-0.224393,-0.068059,-0.029111,-0.399388,-0.370937,-0.032658,-0.050998,1
2168188480,-0.662133,-1.760034,0.569656,-0.329166,-0.097366,-0.13059,-0.342404,-0.044677,-0.667652,-0.430432,0.056316,-0.033217,1
2168221814,-0.435863,-0.712941,0.53634,-0.537242,-0.275166,0.068982,-0.457396,-0.17105,-0.620575,-0.559627,0.028071,0.119734,1
2168255148,0.97005,1.299963,1.030928,-0.779463,-0.424038,0.286613,-0.700291,-0.08287,-0.286485,-0.857872,-0.014442,0.41997,1
2168288482,0.333004,1.179764,1.325875,-0.877514,-0.699802,0.53511,-0.926206,-0.20004,0.116799,-1.256092,-0.112925,0.568193,1
2168321816,-1.077799,1.721882,0.374456,-1.12232,-1.062229,0.458798,-0.987578,-0.383316,0.230836,-1.471288,-0.587686,0.77346,1
2168355150,-0.801595,2.403333,-0.320739,-1.341833,-1.621444,0.021049,-0.873667,-0.607264,0.246094,-2.355992,-0.773272,0.593244,1
2168388484,-0.888621,2.428269,-0.860594,-0.762273,-1.204171,0.054988,-0.849973,-1.000961,0.26524,-2.928456,-0.747161,-0.268987,1
2168421818,-0.967633,2.38903,-1.258781,-0.313714,-0.896371,0.02267,-0.75802,-1.202337,0.121384,-2.202294,-0.897082,-0.441211,1
2168455152,-0.870925,1.557366,-0.753723,0.015308,-0.755308,-0.101145,-0.68395,-1.161265,-0.04254,-1.524621,-0.95199,-0.550176,1
2168488486,-1.298789,0.296191,-0.368357,0.589761,-0.384937,-0.009148,-0.568218,-1.050926,-0.085433,-1.302389,-0.998825,-0.73076,1
2168521820,-1.236778,-0.059159,-0.07275,0.739893,-0.164638,-0.02321,-0.518503,-1.070301,-0.148255,-1.300796,-1.054629,-0.903264,1
2168555154,-0.698025,-0.296518,0.341114,0.542894,-0.168489,-0.082075,-0.459259,-0.969915,-0.159989,-1.246643,-0.886293,-0.728595,1
2168588488,-0.561554,-0.584151,0.479938,0.201465,-0.162665,-0.10052,-0.485564,-0.884809,-0.044611,-0.998788,-0.718295,-0.205808,1
2168621822,-0.584066,-0.464753,0.423469,-0.216672,-0.266982,-0.100178,-0.408791,-0.878862,0.117786,-0.854078,-0.56733,0.158961,1
2168655156,-0.54915,0.136559,0.006969,-0.449291,-0.419863,-0.029059,-0.48599,-0.795458,0.169298,-0.939054,-0.341598,0.39183,1
2168688490,0.12841,0.295126,3.3e-05,-0.57397,-0.490528,0.088717,-0.411103,-0.640862,0.261762,-0.276287,-0.159487,0.752905,1
2168721824,0.5098,-0.10822,0.032064,-0.382941,-0.487671,0.204329,-0.20006,-0.43274,0.335336,-0.330799,0.294824,0.376872,1
2168755158,0.269932,-0.143216,0.15624,-0.322859,-0.489295,0.118443,-0.057307,-0.185277,0.203588,0.207302,0.581616,0.357486,1
2168788492,0.341869,-0.16391,-0.064318,-0.308806,-0.234903,0.046969,0.100172,0.056064,0.047982,0.746745,0.593519,0.437031,1
2168821826,-0.026771,-0.021476,-0.198785,-0.186678,-0.217565,-0.022549,0.166375,0.275004,-0.083288,0.751474,0.436563,0.161741,1
2168855160,-0.16682,-0.028653,-0.058095,-0.054587,-0.210951,-0.086475,0.148512,0.381635,-0.180284,0.80533,0.296365,-0.026829,1
2168888494,-0.315066,-0.014756,0.075666,0.057414,-0.119905,-0.070108,0.064872,0.483812,-0.194776,0.819932,0.187148,-0.028469,1
2168921828,-0.126405,-0.01782,0.097017,0.068854,-0.158015,-0.116119,0.062043,0.616855,-0.166002,0.806531,0.015395,-0.026242,1
2168955162,-0.10177,0.04236,0.078052,0.218845,-0.207856,0.064404,-0.179941,0.4062,0.00216,0.694043,-0.102714,0.109874,1
2168988496,-0.191756,0.131215,0.024377,0.200163,-0.131713,0.141324,-0.19977,0.544984,-0.022283,0.635921,-0.466193,0.40346,1
2169021830,-0.195583,0.31596,-0.141925,0.225619,-0.176702,0.144143,-0.209559,0.393585,-0.047256,0.168353,-0.948179,0.43443,1
2169055164,-0.134272,0.596081,-0.278057,0.129948,-0.448208,0.150006,-0.148543,0.345365,-0.137926,-0.448734,-0.943214,0.187615,1
2169088498,0.009978,0.703574,-0.364581,0.018911,-0.475129,0.157861,-0.038798,0.297336,-0.165729,-0.690008,-0.77782,0.194983,1
2169121832,-0.266403,0.60606,-0.266021,-0.061884,-0.446875,0.098323,-0.020141,0.129637,-0.187962,-0.321482,-0.467926,0.333065,1
2169155166,-0.468878,0.368674,-0.049643,-0.00897,-0.432684,0.107209,-0.018788,0.08747,-0.219382,-0.203465,-0.260936,0.223315,1
2169188500,-0.462838,0.041504,0.203137,0.120535,-0.269331,0.102942,-0.081308,-0.032482,-0.177085,-0.24365,-0.244736,0.181708,1
2169221834,-0.49008,-0.38088,0.44844,0.094888,-0.168291,0.12409,-0.204971,-0.175928,-0.13812,-0.21577,-0.237763,0.19339,1
2169255168,-0.731237,-0.747726,0.636415,0.040379,-0.164313,0.147743,-0.305877,-0.254813,-0.127897,-0.294159,-0.212764,0.211226,1
2169288502,-0.403665,-1.628644,1.2396,-0.04241,-0.144917,0.187708,-0.397302,-0.417565,-0.070098,-0.51735,-0.16032,0.196312,1
2169321836,-0.627056,-1.451303,0.797938,-0.108188,-0.059359,0.210959,-0.443608,-0.623707,0.024884,-0.620725,-0.113794,0.28545,1
2169355170,-1.731164,-1.000335,1.083209,-0.233868,-0.207775,0.112533,-0.479312,-0.749397,-0.162758,-0.670685,-0.054014,0.174706,1
2169388504,-1.332708,-0.612311,0.318649,-0.439549,-0.326057,-0.023542,-0.428747,-0.768298,-0.019108,-0.663111,-0.075985,-0.04298,1
2169421838,-0.20419,-0.372535,0.454622,-0.441491,-0.381627,-0.244414,-0.220366,-0.750891,0.314108,-0.663133,-0.099486,-0.276073,1
2169455172,-2.217196,0.461015,-0.65024,-0.377416,-0.413555,-0.365445,-0.008411,-0.567739,0.423422,-0.662957,-0.111126,-0.425463,1
