SampleTimeFine,D_Upper_Arm_Acc_X,D_Upper_Arm_Acc_Y,D_Upper_Arm_Acc_Z,L_Wrist_Acc_X,L_Wrist_Acc_Y,L_Wrist_Acc_Z,R_Wrist_Acc_X,R_Wrist_Acc_Y,R_Wrist_Acc_Z,Activity
1634306891,0.66767,-0.140843,0.406469,0.227751,0.965422,-0.064749,1.054828,-0.047653,0.789842,1
1634340225,0.819693,-0.10941,0.445955,0.06826,0.944169,-0.333053,0.599568,-0.164886,0.524734,1
1634373559,0.858994,-0.082057,0.451827,0.120359,0.704235,-0.348612,0.06388,-0.071051,0.181136,1
1634406893,0.536094,-0.190974,0.269445,0.040145,0.71709,-0.346066,-0.070069,-0.052758,0.127151,1
1634440227,0.384539,-0.160737,0.151891,-0.023936,0.672747,-0.208422,-0.091607,-0.000262,-0.004316,1
1634473561,0.350234,0.013339,0.020186,-0.10928,0.509638,-0.111618,0.104525,-0.072448,0.103827,1
1634506895,0.365017,0.068658,0.036555,-0.24479,0.496367,-0.17241,0.060192,-0.041295,0.18934,1
1634540229,0.453011,0.077101,0.111128,-0.26934,0.481768,-0.154892,-0.024524,-0.093026,-0.026544,1
1634573563,0.378382,0.028637,0.058945,-0.266891,0.508616,-0.204233,-0.093406,-0.329649,0.001046,1
1634606897,0.336459,-0.070015,0.114104,-0.261271,0.60337,-0.234103,0.174999,-0.239388,0.19723,1
1634640231,0.490177,0.071334,0.033761,-0.244259,0.589903,-0.229543,0.524089,-0.04402,0.039579,1
1634673565,0.70399,0.221165,0.106207,-0.158128,0.544273,-0.259341,0.54525,-0.256592,0.190175,1
1634706899,0.698687,0.272572,0.128603,-0.088697,0.539639,-0.28736,0.822573,-0.095007,0.197441,1
1634740233,0.655519,0.173024,0.145694,0.034398,0.603607,-0.197317,0.184819,-0.629311,0.313454,1
1634773567,0.573479,0.239249,0.227592,0.08657,0.655622,-0.164687,0.593041,-0.39719,0.40201,1
1634806901,0.572803,0.21471,0.321371,0.224539,0.54986,-0.017599,0.806511,-0.120341,0.596374,1
1634840235,0.447734,0.296819,0.220317,0.37919,0.509224,-0.065794,0.968794,0.261598,0.579618,1
1634873569,0.34977,0.234836,0.087156,0.411754,0.563308,-0.242138,0.98421,0.550537,0.434143,1
1634906903,0.355141,0.315446,0.039295,0.503709,0.563111,-0.335532,0.91522,0.658308,0.257883,1
1634940237,0.473107,0.483649,0.017386,0.294998,0.538076,-0.502981,0.88603,0.775333,0.172062,1
1634973571,0.712183,0.630169,0.366229,0.718759,0.28583,0.267314,0.725417,1.019384,0.396982,1
1635006905,0.882506,0.548896,0.91072,1.156664,-0.377848,1.309909,0.508249,1.151845,0.941489,1
1635040239,0.412034,0.135262,0.460209,1.060194,0.095253,1.23865,0.685585,1.248072,0.729523,1
1635073573,0.242755,-0.17505,-0.502409,0.656472,0.481511,0.129731,0.708135,1.244519,-0.47895,1
1635106907,0.412754,0.263713,-0.887524,0.377963,0.869465,-0.632736,1.037354,1.236559,-0.874378,1
1635140241,0.397519,0.712797,-0.427808,0.194298,1.022596,-0.721507,1.220685,1.224471,-0.415786,1
1635173575,0.257124,0.841847,0.326563,0.12061,0.96009,-0.387778,0.866163,0.979272,0.395164,1
1635206909,-0.180946,0.439589,0.761294,0.08812,0.675076,0.048405,0.262652,0.630374,0.785644,1
1635240243,-0.653523,-0.112197,0.488441,-0.184877,0.505263,-0.066829,-0.119619,0.23932,0.825875,1
1635273577,-1.079445,-0.36638,-0.085358,-0.013084,0.178964,-0.187564,-0.119123,-0.456798,0.931817,1
1635306911,-0.945344,-0.146339,-0.218687,0.236781,0.067303,-0.107931,-1.060066,-0.719197,0.34134,1
1635340245,-0.725643,-0.207113,-0.201267,0.301535,-0.174832,-0.182697,-1.028804,-0.671034,0.173579,1
1635373579,-0.767387,-0.349544,0.014134,0.190706,-0.279012,-0.278625,-0.949375,-0.669445,0.322465,1
1635406913,-0.643132,-0.423494,0.365969,0.118579,-0.45398,-0.276318,-1.229557,-0.696343,0.370078,1
1635440247,-0.546239,-0.398667,0.439572,0.188588,-0.724522,-0.147882,-1.593249,-0.997766,-0.045353,1
1635473581,-0.471942,-0.32537,0.275212,0.184803,-0.856296,-0.059168,-1.825788,-1.210048,-0.373718,1
1635506915,-0.507013,-0.236568,0.10006,0.084592,-0.926707,-0.017398,-1.964645,-1.282514,-0.603105,1
1635540249,-0.61031,-0.24504,-0.022256,-0.174846,-0.85644,-0.096534,-1.930265,-1.284587,-0.605858,1
1635573583,-0.753955,-0.340817,-0.017614,-0.237501,-1.000406,-0.038521,-1.791491,-1.531048,-0.379902,1
1635606917,-0.949988,-0.509813,0.03256,0.046273,-0.868052,0.141057,-1.757111,-1.43154,-0.083534,1
1635640251,-0.841457,-0.608142,0.160642,0.099875,-0.908631,-0.062166,-1.759429,-1.343467,-0.082798,1
1635673585,-0.729453,-0.639269,0.171171,0.073532,-0.795604,-0.136669,-1.303892,-1.106482,0.126302,1
1635706919,-0.521402,-0.572728,0.141621,0.025371,-0.719219,-0.057897,-0.910127,-0.856585,0.169354,1
1635740253,-0.28714,-0.406629,0.072532,-0.129377,-0.552098,-0.064114,-0.55349,-0.6064,0.14409,1
1635773587,-0.147514,-0.430319,0.048039,-0.0947,-0.403507,-0.033365,-0.340723,-0.380817,0.096511,1
1635806921,-0.071311,-0.416856,0.05604,-0.105121,-0.258364,0.077183,-0.174242,-0.247777,0.001859,1
1635840255,-0.026325,-0.39481,0.218827,-0.089133,-0.123889,0.026688,0.034063,-0.001177,0.331972,1
1635873589,-0.154912,-0.461497,0.022264,0.00614,0.099425,0.090335,0.420043,0.225349,0.309719,1
1635906923,-0.174427,-0.463,-0.101179,0.055767,0.10908,-0.071694,0.756289,0.378656,0.253256,1
1635940257,-0.123034,-0.426522,-0.117175,0.124593,0.088265,-0.149995,0.839732,0.377021,0.173696,1
1635973591,-0.054503,-0.49826,-0.062294,0.198998,-0.039296,-0.012789,0.839065,0.389268,0.118626,1
1636006925,0.121111,-0.469054,-0.062115,0.148485,-0.032456,0.169192,0.87269,0.350631,0.034945,1
1636040259,0.384865,-0.443592,-0.144526,-0.054395,0.074891,0.239602,0.981449,0.346902,-0.067285,1
1636073593,0.624115,-0.385633,-0.200337,-0.246766,0.169624,0.282163,1.035518,0.357598,-0.211255,1
1636106927,0.748491,-0.338263,-0.226826,-0.313861,0.214365,0.307555,1.084036,0.281861,-0.246614,1
1636140261,0.642891,-0.445317,-0.112041,-0.33524,0.240174,0.314501,1.021489,0.21097,-0.196777,1
1636173595,0.395281,-0.560999,-0.035166,-0.380757,0.322125,0.125423,0.872405,0.020801,-0.089628,1
1636206929,0.285071,-0.613091,-0.091595,-0.398863,0.456036,-0.068726,0.876183,-0.232531,0.073834,1
