SampleTimeFine,D_Upper_Arm_Acc_X,D_Upper_Arm_Acc_Y,D_Upper_Arm_Acc_Z,L_Wrist_Acc_X,L_Wrist_Acc_Y,L_Wrist_Acc_Z,R_Wrist_Acc_X,R_Wrist_Acc_Y,R_Wrist_Acc_Z,Activity
101093999,-0.881743,-0.730571,-0.643696,-3.564708,3.197091,-1.387943,-3.312328,-2.453933,4.683042,0
101127333,-0.888546,-1.66561,0.144901,-2.373999,3.257315,-1.515266,-2.117767,-1.07151,3.435966,0
101160667,-0.438773,-0.899149,0.206185,-1.404116,3.599583,-1.987786,-1.90616,0.335767,2.097397,0
101194001,0.916337,-0.544359,1.481557,-1.404474,3.795388,-0.519746,-0.130043,2.505533,1.211464,0
101227335,1.61457,-0.914639,0.82738,1.333159,0.332526,-2.229811,1.36748,3.445512,-2.282655,0
101260669,1.379491,-1.110407,0.773469,0.786482,-2.067905,-2.930557,2.331282,2.555974,-4.570295,0
101294003,0.409973,-1.249241,0.554598,0.721825,-3.300991,0.89852,2.385798,2.714101,-3.712317,0
101327337,-0.395326,-0.824057,0.177134,1.612211,-4.548283,4.852119,2.61324,1.937054,-2.147147,0
101360671,-1.323026,-0.405709,-0.768095,1.141075,-3.628958,3.411905,1.335126,0.647545,-2.180366,0
101394005,-2.163519,0.343286,-1.291194,-0.491864,-1.173433,2.726871,-1.128175,-1.264075,0.222903,0
101427339,-1.482971,0.577059,-1.39985,-0.291189,-0.437123,2.153919,-2.249244,-2.072718,3.014296,0
101460673,-1.375794,0.305179,-0.338845,0.210299,1.614186,0.850508,-3.136848,-2.762975,4.511577,0
101494007,-1.163718,1.095813,-0.211061,-0.750689,2.586616,-1.440003,-2.519738,-1.96591,2.18816,0
101527341,-0.362607,1.895348,-0.283734,0.528361,2.192409,-3.566579,-0.173837,-1.560689,-1.3265,0
101560675,1.099611,2.466699,0.733459,0.19775,2.616587,-4.918904,3.038785,-2.225755,-1.972975,0
101594009,1.853774,2.124833,1.596842,0.102284,2.343768,-4.051245,1.930615,-1.792254,-0.230295,0
101627343,1.418242,1.580396,2.433805,1.891023,1.997646,-1.831958,0.513441,-0.169908,-0.688659,0
101660677,1.255559,-0.29637,3.047549,2.853963,1.393274,2.507899,3.712134,0.209421,0.21863,0
101694011,2.321551,-1.883644,1.623761,2.746959,-4.475124,8.227787,5.699384,0.030675,-1.143381,0
101727345,1.652752,-1.01819,1.750948,0.928795,-5.451669,4.976641,3.765562,0.693703,1.772808,0
101760679,0.379851,1.305065,1.065944,-0.278213,-3.771492,3.539955,1.097419,0.665216,2.498518,0
101794013,-1.173674,1.314281,0.01705,0.566399,-1.537493,3.270396,-0.806939,0.094557,1.995637,0
101827347,-1.20531,-0.370705,0.240486,0.268535,0.830505,1.179065,-1.89546,-1.314151,3.262536,0
101860681,-0.306402,-0.537095,-0.371473,-0.108681,1.557289,-1.300038,-5.325235,-2.354701,4.212776,0
101894015,-0.413032,-0.018013,-0.159834,-0.045625,2.280812,-3.301706,-5.878039,-2.222482,3.052232,0
101927349,-0.238316,0.227709,-0.147239,0.175328,2.592518,-5.341815,-4.564326,-1.768561,2.084924,0
101960683,0.079176,0.462353,-1.008881,0.72869,2.196367,-5.484885,-3.027451,-0.911741,0.840204,0
101994017,-0.187172,0.599017,-1.109446,0.613596,3.397458,-2.844193,-1.398545,-0.018052,-0.66364,0
102027351,-0.287408,1.10033,-0.003623,0.334192,3.018649,2.410971,0.569055,0.179382,-2.15759,0
102060685,0.375573,1.197194,0.640842,0.612481,0.592246,3.608322,1.698139,0.06436,-1.89941,0
102094019,0.917402,0.600278,0.387848,0.340293,-0.855629,2.639094,1.517393,0.811437,-1.08871,0
102127353,0.754565,-0.40122,0.532109,-0.650961,-3.831103,4.078733,2.911057,0.95312,-1.058625,0
102160687,0.944307,-1.868095,1.307511,-1.092298,-5.061195,4.165607,5.454944,0.407621,-1.639205,0
102194021,1.092463,-2.253243,0.565197,-0.496782,-4.601778,2.813962,3.574214,1.143783,-0.410979,0
102227355,0.306158,-1.012462,-0.027462,0.384262,-3.412673,1.053626,2.966579,1.096596,0.27178,0
102260689,-0.030377,0.293003,-0.694036,0.855504,-1.521397,1.235285,0.272738,0.952333,0.405197,0
102294023,-0.376707,0.980989,-0.569832,1.767309,0.141795,0.143982,-1.088541,-0.79617,0.900429,0
102327357,-0.714488,1.218052,-0.238899,1.568658,1.111911,-0.986313,-3.776767,-2.745529,3.229917,0
102360691,-0.914172,1.500497,0.332529,0.56865,2.848754,-0.983465,-4.74065,-4.00277,3.104418,0
102394025,-0.104641,1.952797,0.891582,-2.138623,4.745293,0.298336,-2.473881,-3.82714,2.851454,0
102427359,0.407963,2.417678,1.700064,-1.121778,3.764522,3.070353,-1.547118,-2.656089,2.450731,0
102460693,0.830636,1.965874,1.627666,-1.061951,1.816736,-2.651239,-0.377421,-1.397607,1.38083,0
102494027,0.484975,0.787046,2.401539,1.350698,0.244176,-1.156582,0.219718,0.153502,-0.075206,0
102527361,-0.145667,-0.988234,2.662673,1.662171,-2.785972,3.926629,0.656623,1.561436,-0.858837,0
102560695,-0.185376,-1.799755,2.155566,0.985467,-4.103372,3.436974,1.432111,2.926097,-0.521191,0
102594029,0.099008,-2.496013,1.398087,0.336285,-2.938652,2.688868,1.584292,3.930594,-1.24862,0
102627363,0.77696,-2.430299,1.601141,-1.083502,-1.220047,3.187875,2.721471,3.689906,-0.947471,0
102660697,1.454861,-1.841757,0.633328,-0.992557,-0.00091,2.164303,0.321651,2.882265,0.118461,0
102694031,-0.137788,-1.013206,0.184097,-0.34435,0.49538,0.012812,-1.026441,1.905704,0.677189,0
102727365,-0.836774,-0.008367,0.095173,-1.601553,1.715775,-1.354511,-2.116462,-0.623494,1.88137,0
102760699,-0.318027,0.508098,-1.014803,-2.020085,2.271372,0.27686,-4.435295,-2.798445,4.400112,0
102794033,-0.82733,0.86939,-1.438527,-3.276784,2.7119,-1.651267,-4.711972,-2.079097,2.882165,0
102827367,-1.151455,0.61941,-1.073115,0.441809,-0.572315,-5.372244,-1.878506,-1.272769,-0.467155,0
102860701,-0.057362,0.528357,-0.793298,1.938597,0.561589,-3.114206,0.000784,-1.173045,-1.917692,0
