SampleTimeFine,D_Leg_Acc_X,D_Leg_Acc_Y,D_Leg_Acc_Z,D_Wrist_Acc_X,D_Wrist_Acc_Y,D_Wrist_Acc_Z,Activity
2922160758,0.135616,0.023574,0.118871,0.121434,-0.499528,-0.126184,0
2922194092,0.241907,0.090295,0.110071,0.133394,-0.376917,-0.152413,0
2922227426,0.239189,0.076734,0.158808,0.58507,-0.460138,0.396502,0
2922260760,0.237536,0.020908,0.182576,-0.008137,-0.296909,0.549498,0
2922294094,0.20887,-0.058566,0.128869,0.004142,-0.379137,-0.166887,0
2922327428,0.167971,0.024422,0.038616,-0.047847,-0.269094,-0.080751,0
2922360762,0.053169,0.04206,0.116424,-0.252778,-0.53017,-0.41674,0
2922394096,0.092064,0.191455,0.164344,0.06307,-0.924289,-0.702019,0
2922427430,0.114234,0.247182,0.136494,0.364988,-1.348728,-0.473187,0
2922460764,0.195218,0.207262,0.137198,0.218511,-1.513056,-1.666273,0
2922494098,0.162776,0.14419,0.159506,-0.159993,-1.124801,-1.402403,0
2922527432,0.340524,-0.186973,-0.12026,-0.149495,0.135202,-0.800677,0
2922560766,0.561398,-0.22381,-0.311618,0.575718,1.787657,-0.027366,0
2922594100,0.239337,-0.231572,-0.022013,0.561354,3.272202,1.461144,0
2922627434,0.049175,-0.211257,0.180366,0.666437,4.167276,2.446597,0
2922660768,0.0144,-0.149276,0.368831,0.528081,3.850772,2.251157,0
2922694102,0.001283,-0.26913,0.398873,0.361468,2.830056,1.761523,0
2922727436,-0.250696,-0.27269,-0.20172,0.126618,1.085129,1.979923,0
2922760770,-0.453887,-0.316302,-0.628384,-0.756563,-0.630916,1.044498,0
2922794104,-0.664465,-0.093779,-0.285261,-0.644858,-0.58159,-0.104201,0
2922827438,-0.194822,0.104236,0.18081,-0.722574,-0.518544,-1.009317,0
2922860772,0.77083,0.542597,-0.225571,-1.164544,-0.805711,-2.169306,0
2922894106,0.895235,0.58289,0.278677,-0.656045,-1.454728,-2.341932,0
2922927440,-0.140673,-0.176836,0.580845,-0.366904,-2.204216,-2.163295,0
2922960774,-0.318067,-0.806316,-0.081046,-0.35217,-3.709482,-1.628574,0
2922994108,-0.574131,-1.09039,-1.045835,0.061228,-4.716819,-2.685744,0
2923027442,-1.144243,-0.259816,-1.512922,0.473276,-3.422548,-2.34084,0
2923060776,-1.599199,-0.076217,-0.910939,-0.059721,-2.590844,-1.64508,0
2923094110,-0.481203,0.521595,0.400089,-0.15964,-1.328491,-1.960654,0
2923127444,1.399914,1.308648,2.060849,-0.460793,1.515145,0.3473,0
2923160778,1.844822,-1.0267,0.06237,0.304779,3.864036,0.640575,0
2923194112,1.398475,0.275235,-1.618336,0.139004,5.927186,2.165633,0
2923227446,-0.991057,-0.214634,-0.436789,0.251317,5.786761,3.064783,0
2923260780,-1.176749,0.282853,0.062037,0.012464,4.118383,2.264388,0
2923294114,-0.835959,1.002092,0.093052,-0.001622,1.793689,1.147853,0
2923327448,-0.801029,0.523757,-0.242358,-0.243524,-0.365082,-0.628302,0
2923360782,-0.259698,-0.339903,-0.31021,-0.302966,-2.396733,-1.263915,0
2923394116,0.211668,-0.277708,-0.193894,-0.056162,-3.153482,-2.375243,0
