SampleTimeFine,D_Leg_Acc_X,D_Leg_Acc_Y,D_Leg_Acc_Z,D_Wrist_Acc_X,D_Wrist_Acc_Y,D_Wrist_Acc_Z,Activity
2671289074,0.192402,-0.385313,0.844135,0.078074,-0.518041,-0.436721,0
2671322408,0.033092,-0.224767,-0.171022,0.284803,-0.391439,-1.88221,0
2671355742,-0.843582,-0.076635,1.524955,0.58184,-0.745603,-2.521772,0
2671389076,-0.745955,-0.63541,-0.107127,0.058233,-1.555611,-4.060449,0
2671422410,0.505286,0.45473,-0.964019,0.764289,-2.446962,-3.967654,0
2671455744,0.701004,0.028178,1.072644,0.748709,-2.215188,-3.134227,0
2671489078,0.881863,0.360995,-0.471871,0.80295,-1.941909,-2.421849,0
2671522412,0.312312,0.564708,-0.668307,0.4148,-1.053348,-0.105868,0
2671555746,-0.012729,-0.577813,0.063285,-0.013429,0.491814,1.739157,0
2671589080,-0.830301,0.071664,-0.66401,0.319108,1.322168,3.394973,0
2671622414,-0.542495,-0.998144,0.953073,0.172349,2.382821,4.600559,0
2671655748,1.537977,0.086103,0.149634,-0.223626,1.889479,4.78945,0
2671689082,1.381461,0.180964,0.013093,-0.501628,1.043656,3.629394,0
2671722416,0.276226,-0.221999,0.16129,-0.105253,0.426601,2.955521,0
2671755750,0.141865,0.237435,-0.017599,-0.120655,0.377533,1.710906,0
2671789084,-0.223252,-0.017218,0.367583,-0.099964,-0.876372,0.478028,0
2671822418,-1.010432,-0.617938,0.595213,0.131403,-1.063938,-1.219348,0
2671855752,-1.284652,-0.354704,0.407484,0.324096,-1.706941,-2.097275,0
2671889086,-1.110458,-0.214292,0.328353,0.481861,-1.999422,-3.263312,0
2671922420,-0.172051,-0.225903,0.403177,0.55609,-2.562505,-3.09299,0
2671955754,0.14095,-0.267027,-0.327197,0.292241,-2.348448,-2.724724,0
2671989088,0.309554,0.022815,-0.360696,0.118401,-1.885445,-1.167639,0
2672022422,0.710125,0.451322,0.044728,0.228123,-1.428816,0.039354,0
2672055756,-0.011993,0.029647,0.368186,0.050859,-0.777623,1.919253,0
2672089090,-0.324837,-0.268773,0.995075,-0.015295,0.044909,3.085401,0
2672122424,-0.165729,-0.496985,0.889656,0.218343,0.979617,3.713608,0
2672155758,-0.171277,-0.793552,0.737998,-0.088558,2.109629,4.073442,0
2672189092,0.197693,-0.830614,1.091847,-0.066402,2.658437,4.434602,0
2672222426,0.49086,-0.656837,0.730496,-0.090913,3.113545,4.26193,0
2672255760,0.5264,-0.116332,0.224815,-0.159617,2.668449,3.304139,0
2672289094,0.218687,0.033238,0.037679,0.182124,1.760079,1.959581,0
2672322428,-0.109645,0.262712,-0.428094,0.238322,0.772874,0.792622,0
2672355762,-0.286026,0.442621,-0.689674,0.21493,-0.36406,-0.565708,0
2672389096,-0.369738,0.429833,-0.743016,0.393587,-1.065772,-1.892504,0
2672422430,-0.059517,0.430575,-0.311217,0.474941,-2.152098,-2.901369,0
2672455764,0.387332,0.667045,0.029662,0.674203,-2.629878,-3.783,0
2672489098,0.206723,0.680175,-0.123785,1.138966,-2.733449,-2.760022,0
2672522432,-0.434803,0.093951,0.001958,0.131208,-3.118847,-2.442731,0
2672555766,-0.828785,-0.288619,0.255371,-0.194652,-2.153124,-0.433655,0
2672589100,-0.680349,-0.493527,0.533429,-0.904524,-0.070318,1.637097,0
2672622434,-0.465578,-0.637456,0.75059,-1.078717,1.632768,3.376609,0
2672655768,0.061042,-0.442201,0.621798,-1.547696,2.570972,3.368344,0
2672689102,-0.056909,-0.661101,0.55329,-1.050601,3.663023,4.349152,0
2672722436,-0.119743,-0.702689,1.079421,-0.800566,3.103567,4.457505,0
2672755770,-0.045638,-0.879247,1.598341,-0.919249,2.400367,3.866742,0
2672789104,0.239489,-0.555652,0.287349,-0.114224,0.977741,2.497689,0
2672822438,0.636175,-0.271522,-0.121605,0.59721,-0.811316,1.441,0
2672855772,0.357742,-0.467268,0.883522,0.937686,-1.58367,0.006886,0
2672889106,0.138405,-0.093795,1.027095,0.875327,-2.068705,-1.811776,0
2672922440,-0.25604,0.251119,0.224433,0.642661,-2.016937,-0.922414,0
2672955774,-0.172205,0.16879,-0.091833,0.185176,-1.303273,0.477346,0
2672989108,0.026016,0.64266,-0.767664,-0.367086,0.203564,1.29488,0
2673022442,0.011083,0.699261,-0.520661,-0.38886,1.568653,2.715665,0
2673055776,-0.48382,0.474666,-0.638402,-0.676596,2.235857,3.408267,0
2673089110,-1.097466,0.499472,-0.916446,-0.706031,1.638563,3.631896,0
2673122444,-0.726016,0.41545,0.556693,-0.102656,1.183471,2.694062,0
2673155778,-0.218698,0.407807,-0.125731,0.002144,0.432704,1.01351,0
2673189112,-0.262406,0.233529,-0.45711,0.383046,-0.986498,-0.731284,0
2673222446,-0.026259,0.096613,0.361062,0.635624,-1.939334,-2.343046,0
2673255780,0.316682,0.206671,0.31571,0.678165,-2.111869,-3.175694,0
2673289114,0.074686,-0.176517,0.038166,0.734621,-2.146048,-3.165961,0
2673322448,0.967256,0.218025,-0.006869,0.423098,-2.297556,-2.464195,0
2673355782,0.376923,0.127496,0.644293,0.193497,-1.621669,-1.314853,0
2673389116,0.228735,0.280736,1.407793,0.243859,-0.488954,0.460547,0
2673422450,0.279606,-0.080048,0.983224,0.335535,1.134798,1.099081,0
2673455784,-1.210263,-0.745268,-0.913217,-0.126232,0.259567,1.894632,0
2673489118,-0.941416,-0.799163,-1.296822,0.045534,1.061074,3.308398,0
2673522452,-0.382677,-0.68445,0.000495,-0.134908,2.516032,3.670009,0
2673555786,0.372808,-0.661584,0.422299,-0.070235,2.073493,2.883829,0
2673589120,1.440896,-0.363639,-0.40488,-0.235313,0.904937,2.493119,0
2673622454,0.888036,-0.094294,-0.101557,-0.42057,0.209464,1.764594,0
2673655788,0.767247,-0.48139,0.953858,0.341178,-0.736603,-0.046437,0
2673689122,0.763056,-0.728212,0.47964,0.239725,-1.697794,-1.520597,0
2673722456,0.526595,-0.549912,-0.520211,-0.126924,-1.616524,-1.504626,0
2673755790,0.634508,-0.516059,-0.244596,0.318506,-1.832285,-2.00001,0
2673789124,0.240484,-0.06378,0.034615,0.434114,-1.753919,-2.737013,0
2673822458,-0.116003,-0.030422,0.237244,0.628673,-2.006763,-1.668618,0
2673855792,-0.460575,-0.117748,-0.014821,-0.550459,-0.902278,-0.378264,0
2673889126,-0.184175,0.362896,-0.508797,0.182793,0.020231,-0.356325,0
2673922460,-0.702916,0.561366,-0.443305,-0.067034,0.551071,0.701898,0
2673955794,-1.200921,0.132578,-0.105198,-0.168641,1.611195,1.402593,0
2673989128,-1.45998,0.191686,-0.210497,-0.203709,2.200741,0.901815,0
