SampleTimeFine,D_Leg_Acc_X,D_Leg_Acc_Y,D_Leg_Acc_Z,D_Wrist_Acc_X,D_Wrist_Acc_Y,D_Wrist_Acc_Z,Activity
863773890,-0.797513,0.195852,0.325478,0.727935,-2.640482,-1.685911,0
863807224,-0.353429,0.20467,0.065037,0.734794,-2.036818,-2.675283,0
863840558,0.157202,-0.323191,0.019425,0.945807,-0.821999,-4.097972,0
863873892,0.129802,-0.272979,0.196483,1.102911,0.842773,-3.316319,0
868440650,-0.041177,-0.618538,0.110827,-2.11456,-6.56882,-8.334489,0
868473984,-0.123471,-0.413966,0.06318,1.299557,1.678164,-3.678426,0
868507318,-0.273294,0.030121,0.037179,1.201294,5.597659,-0.597008,0
868540652,-0.06775,0.378622,0.125957,2.462779,8.225476,1.147332,0
868573986,-0.028811,0.879572,-0.027301,1.31604,7.165437,2.154919,0
868607320,-0.01035,0.761163,0.165872,-2.897284,4.622,3.441803,0
868640654,0.300764,0.361292,0.185318,-2.133645,2.786313,3.134394,0
868673988,0.509108,0.363663,0.052948,0.388452,0.504395,1.179189,0
868707322,0.195273,0.018151,0.459079,-0.914959,-2.108298,0.989889,0
868740656,0.274833,-0.4436,0.177359,-0.681987,-3.602663,-0.067502,0
868773990,0.014194,-0.212906,0.149698,1.208094,-5.141998,-0.723377,0
868807324,0.406855,0.081226,0.410983,1.69442,-4.606501,-0.586219,0
868840658,1.357521,0.882395,0.858049,0.97139,-3.052711,-1.244708,0
868873992,2.72725,2.014145,0.496972,-0.275896,-1.662933,-2.413849,0
868907326,0.432946,-0.406797,-0.856479,-0.45727,0.538789,-0.648632,0
868940660,0.637895,-0.129835,0.267574,-0.169833,2.122669,-0.736923,0
868973994,0.166583,-0.273489,-0.661816,-0.595843,4.025498,0.678577,0
869007328,-2.050381,-0.388554,-0.151759,-0.968076,4.100605,1.790601,0
869040662,-1.672591,0.071409,-0.126453,-0.089103,3.286005,1.851859,0
869073996,0.708018,0.13948,0.165727,-0.51987,1.927429,0.998225,0
869107330,0.821637,-0.301077,0.103424,0.056598,0.018811,1.975656,0
869140664,0.472123,-0.56546,-0.068327,0.183777,-2.254998,1.520173,0
869173998,0.26565,-0.833379,0.257565,-0.199764,-3.774102,0.517097,0
869207332,0.131795,-0.951999,0.02976,0.249046,-3.77372,-1.086468,0
869240666,-0.056017,-0.084839,0.390571,0.566667,-3.84041,-2.270855,0
869274000,-0.800996,0.191139,0.099768,0.183269,-2.540233,-4.54947,0
869307334,-0.771823,0.842896,0.025565,0.688599,-2.209404,-4.260425,0
869340668,-1.06653,0.283079,0.117134,0.797148,1.704778,-2.254371,0
869374002,0.006112,-0.004633,-0.149214,0.742524,3.098224,-0.949354,0
869407336,-0.607762,0.136956,0.474805,-0.293743,5.687135,3.006316,0
869440670,-0.920435,-0.115267,0.19268,-0.509703,6.485962,4.054746,0
869474004,-0.455113,-0.217508,0.30166,-0.709947,5.510756,2.771542,0
869507338,-0.522088,-0.663183,0.324236,0.45254,0.987736,1.307633,0
869540672,-0.66848,-0.777069,0.743443,0.803726,-3.914304,0.548903,0
869574006,-0.455502,-1.036078,0.19701,-0.698357,-6.718186,-1.320266,0
869607340,-0.280588,-0.726752,0.424972,0.411195,-7.212184,-3.144515,0
869640674,-0.562564,-0.001058,0.319969,-0.191074,-6.317262,-5.043379,0
869674008,-0.334149,0.639453,0.045131,-1.378964,-2.487203,-6.007514,0
869707342,0.107027,1.21603,-0.074189,-0.432269,0.92961,-3.545709,0
869740676,0.379126,1.416798,-0.309032,0.447492,3.826675,-1.803751,0
869774010,0.806125,1.010935,-0.429433,1.691454,5.232234,2.3943,0
869807344,0.227032,0.43257,-0.454954,0.82527,4.532472,3.557118,0
869840678,1.353387,0.805276,-0.395169,0.523496,4.529233,5.093524,0
869874012,1.582011,0.346116,-0.449389,-0.95698,3.459108,5.504241,0
869907346,0.103298,-0.5235,-0.180447,-1.425208,-0.118159,-0.283325,0
869940680,0.235811,-1.160025,0.627847,-0.864773,-3.713717,-0.707833,0
869974014,0.870538,-1.841404,0.365766,0.149759,-5.271001,-1.608498,0
870007348,0.399695,-1.073771,0.30116,0.315114,-4.465006,-4.796012,0
870040682,-1.511251,0.035932,0.329669,0.902745,-3.055024,-6.616354,0
870074016,-1.118388,-0.018013,0.207377,0.165259,-1.318397,-4.314717,0
870107350,-0.476722,0.097318,0.582936,0.284219,2.126099,-2.967948,0
870140684,-0.701211,0.200735,0.05836,1.72335,5.84995,1.21533,0
870174018,-0.148165,1.326627,-0.02968,-0.757642,5.318711,10.34889,0
870207352,0.006891,1.626272,-0.396528,-0.575619,4.598861,9.415537,0
870240686,0.05397,1.114116,-0.50697,-0.584225,2.613876,9.673166,0
870274020,0.305899,0.285767,-0.066421,-2.188385,-0.480142,6.684294,0
870307354,0.467704,-0.629806,0.197861,-0.35008,-4.029264,2.481509,0
870340688,0.051166,-0.741947,0.431301,0.292904,-6.501909,-1.029618,0
870374022,0.095848,-1.009973,0.390509,1.108395,-6.572669,-3.906207,0
870407356,-0.304518,-0.674592,0.194083,-0.573039,-4.174367,-7.663785,0
870440690,-0.272961,-0.441542,0.255004,-1.138994,-2.32056,-7.663562,0
870474024,0.183763,-0.606343,0.286572,-0.616376,0.78624,-6.039701,0
870507358,-0.307737,-0.338871,0.566838,1.657632,2.931249,-2.671763,0
870540692,-1.347255,0.380469,0.411557,1.634812,3.568081,-1.093574,0
870574026,-1.178244,0.765698,0.262342,1.562744,4.581283,4.003879,0
870607360,-0.99609,0.630798,0.10665,-0.805712,4.439515,3.071787,0
870640694,-0.031936,0.586319,-0.449461,1.036581,2.746667,4.355216,0
870674028,0.781878,0.436612,-0.395761,-0.629551,-0.957315,2.826068,0
870707362,1.15761,-0.435423,-0.32688,-1.273261,-2.160045,0.053871,0
870740696,1.341324,-0.468121,0.050547,-0.07203,-3.343955,-2.414021,0
870774030,0.77303,-0.635329,0.235852,0.560954,-2.937372,-2.002806,0
870807364,0.077225,0.007952,0.150766,0.420782,-1.124151,-1.834404,0
870840698,0.448812,-0.136629,0.155183,-0.705501,1.609114,-1.387565,0
870874032,-0.503017,1.494644,-0.312965,0.040288,2.910162,0.259171,0
870907366,-0.755313,1.611737,-0.189808,0.981898,2.635836,3.246757,0
870940700,-0.806589,0.570136,0.093263,-0.13873,2.103254,3.571215,0
870974034,-0.325934,0.239214,0.408075,0.179848,-1.440101,5.674331,0
871007368,-0.432721,0.036388,0.246697,0.175335,-0.869925,4.298635,0
871040702,0.649231,-0.923941,-0.016729,-0.696557,-2.096706,2.460923,0
871074036,0.894983,-1.490878,0.628687,-0.957788,-3.410954,0.906582,0
871107370,0.155471,-1.190308,0.502275,-0.516899,-1.050514,-3.668557,0
871140704,-0.324598,-0.257287,0.513261,-1.223441,-1.582214,-4.367445,0
871174038,-0.997407,1.137331,-0.210465,-0.408161,-0.789682,-3.825878,0
871207372,-0.780529,0.601077,0.187363,0.298757,1.072571,-5.142259,0
871240706,0.616482,-0.877369,0.056556,2.363492,2.845675,-4.266253,0
871274040,-0.283819,-0.685387,0.011214,1.941556,4.592427,-1.662884,0
871307374,-0.940424,-0.265902,0.508307,0.348484,2.322161,4.018468,0
871340708,-0.543942,0.779446,0.080667,-0.580117,0.179912,4.188228,0
871374042,-0.735628,0.903461,0.1202,0.324958,-0.781059,6.388184,0
871407376,-0.142926,-0.129241,0.375534,-0.787632,-2.333239,4.995836,0
871440710,-1.376266,-0.026712,0.939985,-1.481568,-2.428687,1.592654,0
871474044,0.450743,-0.745402,0.614144,0.119373,-1.629003,-1.204783,0
871507378,-0.240655,-0.549233,0.7248,1.047205,-0.788903,-1.373324,0
871540712,-0.056632,-0.111408,0.610931,-0.11171,1.298619,-2.048499,0
871574046,0.377525,-0.528,0.657462,0.736746,3.209871,-1.560875,0
871607380,0.348546,-0.674764,0.315257,1.37773,3.311381,-1.038651,0
871640714,0.13778,-0.175155,0.584169,0.279833,1.688522,1.886702,0
871674048,-0.390483,0.397491,0.619695,-0.329772,2.690625,2.919173,0
871707382,-1.684244,1.59506,-0.024125,0.160136,0.21857,6.42045,0
871740716,0.419826,0.52353,0.39803,-0.648222,-1.39179,6.710474,0
871774050,1.644742,-2.022727,0.821774,0.778282,-3.564584,7.769775,0
871807384,0.671495,-1.655037,1.163576,-1.052585,-5.268804,4.890428,0
871840718,0.365768,-0.13703,-0.23091,-1.674096,-3.564256,2.830329,0
871874052,-0.026483,-0.379992,0.398143,1.051444,-2.377729,0.759261,0
871907386,0.577014,-0.575535,0.233918,1.224073,-1.302396,-1.590987,0
871940720,0.242484,-0.45618,0.065835,0.898265,1.581481,-4.021431,0
871974054,0.285087,0.241979,0.21502,0.254553,1.409933,-3.713674,0
872007388,0.221684,0.122239,-0.228434,0.980568,3.534723,-2.794955,0
872040722,0.454372,1.055213,-1.012979,0.818161,3.826716,-1.784085,0
872074056,-0.075238,1.525973,0.118306,0.06299,3.668809,1.200272,0
872107390,-0.264722,1.195206,-0.549911,-1.351967,1.465816,3.738476,0
872140724,-0.20826,1.115658,-0.965445,0.206798,0.722496,4.496119,0
872174058,0.513358,-0.568545,0.409077,-0.006654,-2.130598,5.498349,0
872207392,0.031792,-0.059991,0.122612,-1.225186,-1.093521,3.920495,0
872240726,-0.361253,0.049497,0.285257,-0.871678,-3.598888,2.321605,0
872274060,-0.174308,-0.015051,-0.263756,-1.844862,-3.730722,0.112579,0
