SampleTimeFine,D_Leg_Acc_X,D_Leg_Acc_Y,D_Leg_Acc_Z,D_Wrist_Acc_X,D_Wrist_Acc_Y,D_Wrist_Acc_Z,Activity
3212668932,0.61804,1.531342,-0.048038,0.228387,-0.490152,-1.329852,0
3212702266,1.638035,2.179234,-0.052497,0.260372,-0.13134,-2.138591,0
3212735600,0.206311,-2.224184,-0.629254,0.426969,0.563893,-2.902134,0
3212768934,1.691295,-0.487953,0.101669,-0.036219,2.054359,-3.138517,0
3212802268,1.883552,-1.659091,0.197262,0.70918,1.704129,-3.555157,0
3212835602,-1.639092,-0.001619,-0.196403,1.064515,1.59583,-4.274188,0
3212868936,-2.672036,2.0425,-1.045836,1.275186,2.406672,-4.059284,0
3212902270,-1.90446,1.633051,-2.045097,1.104722,2.408787,-4.830706,0
3212935604,-1.371068,1.892818,-1.303591,1.266981,2.1393,-4.109914,0
3212968938,-0.079064,-0.517186,0.95788,1.133054,2.196372,-2.405884,0
3213002272,-0.251892,-1.38197,0.678085,0.97676,1.729643,-1.225831,0
3213035606,0.618319,-0.473548,-1.210546,0.563604,0.735068,-0.257595,0
3213068940,-0.347322,-0.127257,0.219829,0.482589,0.023147,0.855485,0
3213102274,-0.025903,-0.017601,0.274261,-0.491344,-0.90789,2.249731,0
3213135608,0.390068,-0.001043,0.425756,-1.496022,-2.660632,3.769351,0
3213168942,-0.490489,0.229584,0.082758,-1.535941,-3.017933,3.142471,0
3213202276,0.639238,-1.40487,0.433927,-1.976139,-3.110038,3.255509,0
3213235610,0.23536,-1.83967,0.423039,-1.702601,-2.514134,2.104378,0
3213268944,0.209501,-0.864281,-0.715973,-0.706479,-1.178885,1.633531,0
3213302278,-0.454256,-1.018825,1.700424,-0.285633,-0.932336,-0.367926,0
3213335612,-0.683963,-1.784907,2.322715,0.910674,1.410666,-0.48055,0
3213368946,-0.94873,-0.068828,-0.340131,2.070085,3.209929,-3.21657,0
3213402280,-0.727544,0.422006,0.82189,2.685045,2.947272,-4.273295,0
3213435614,-0.162325,-2.438145,1.189685,1.768558,3.164024,-4.499761,0
3213468948,-0.066766,0.226175,-2.478241,2.317265,4.608741,-3.094092,0
3213502282,-1.215128,1.48593,-0.640737,1.788221,4.097499,-0.060258,0
3213535616,0.43581,-1.154768,1.7967,0.538205,3.557616,2.771125,0
3213568950,1.499313,0.439893,-2.864011,1.247417,1.3686,5.526678,0
3213602284,0.836425,1.895681,-3.435724,-1.626931,-0.98131,7.237175,0
3213635618,-0.18938,2.568946,0.320415,-3.182964,-4.306571,6.403147,0
3213668952,-0.401244,2.159703,2.513809,-4.261865,-5.274711,5.250928,0
3213702286,0.569919,0.114039,0.502707,-3.407312,-4.760531,4.569053,0
3213735620,0.068833,0.105251,-0.340919,-2.240368,-3.06701,3.288739,0
3213768954,-1.730888,0.854941,1.19021,-1.480492,-1.247928,1.74337,0
3213802288,-0.835225,0.051314,0.677074,-0.073874,0.3593,0.339107,0
3213835622,-1.469879,0.752574,-0.343348,1.476483,2.325775,-0.838347,0
3213868956,-1.304835,0.66301,0.563339,2.292102,3.155646,-2.29927,0
3213902290,0.049868,-1.179721,1.792211,2.434347,3.744377,-2.677907,0
3213935624,0.633262,-1.379119,0.575679,2.706358,4.095686,-3.364438,0
3213968958,-0.771735,-0.146582,-0.044164,2.683589,3.267786,-3.166497,0
3214002292,-0.016943,-0.619803,0.641592,2.693796,2.676601,-1.762793,0
3214035626,0.135684,-0.99096,0.395716,1.328474,1.812017,-0.512881,0
3214068960,-0.161767,-0.541524,0.700539,0.702097,0.664426,0.775073,0
3214102294,0.096292,-0.581884,0.552327,0.664335,0.349199,0.759249,0
3214135628,-0.294109,0.274396,-0.130771,-0.659027,-1.513152,2.120646,0
3214168962,0.207712,0.164765,-0.33287,-1.344725,-2.344732,2.350542,0
3214202296,0.830338,-0.724705,1.421987,-1.28654,-1.60906,2.096732,0
3214235630,-0.666596,0.903703,0.613063,-1.303624,-0.259531,1.26937,0
3214268964,0.009156,0.656825,-1.094378,-3.214972,-3.547655,1.951454,0
3214302298,-0.022789,-0.305476,-0.485081,-2.083744,-5.222829,3.127179,0
3214335632,-0.611821,0.159842,1.153941,-2.126988,-2.772182,1.115446,0
3214368966,-0.191229,0.07922,0.518993,-1.618348,-2.112092,1.653921,0
3214402300,0.198981,-0.190067,-0.229731,-0.906961,-1.235341,1.581677,0
3214435634,-0.237438,0.341053,-0.173661,-0.637347,0.190273,0.707982,0
3214468968,-0.258046,0.152154,0.738132,-0.408632,1.631528,-0.547703,0
3214502302,-0.379312,0.145705,0.702045,0.52648,2.415412,-1.442312,0
3214535636,-0.252679,0.171939,0.046781,1.101382,2.644404,-2.112765,0
3214568970,-0.073712,-0.29667,0.062211,1.223649,2.687361,-2.385051,0
3214602304,0.347167,-0.639237,0.377332,1.384212,2.011478,-1.641111,0
3214635638,0.264461,-0.51386,0.289935,1.316288,-0.18271,0.270957,0
3214668972,0.367362,-0.036689,-0.247237,0.562419,-3.539866,3.18207,0
3214702306,0.190957,0.047644,0.399667,-1.41707,-5.556129,4.377255,0
3214735640,-0.063244,0.371701,0.609601,-2.257772,-3.168504,3.490598,0
3214768974,-0.307067,0.479646,0.779608,-2.173315,-2.449561,3.368424,0
3214802308,-0.306685,0.564084,-0.2452,-2.327639,-0.347597,2.295743,0
3214835642,-0.186925,0.75404,-0.913742,-0.55811,1.358111,0.362602,0
3214868976,-0.428449,0.475815,-0.717641,1.080869,2.488808,-2.054012,0
3214902310,-0.659677,0.257226,0.440692,1.751909,2.790725,-3.806126,0
3214935644,-0.187528,-0.445849,1.176816,1.437556,3.215372,-4.276944,0
3214968978,-0.792768,-0.687189,1.045167,1.28199,3.457057,-4.052113,0
3215002312,-1.067578,-0.334877,0.598483,0.572966,3.294059,-2.504672,0
3215035646,-0.110864,-1.016625,1.001193,0.67261,3.083275,-0.939425,0
3215068980,0.728208,-1.666086,1.460084,0.515694,1.823725,0.538342,0
3215102314,0.491588,-0.765256,1.092702,-0.14715,1.65331,2.630241,0
3215135648,0.54176,-0.150172,0.432507,-0.444564,-2.842782,6.539055,0
